	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
1476	Calonectris borealis														LC	LC	LC	LC	LC		
1477	Calonectris diomedea														LC	LC	LC	LC	LC		
1478	Calonectris edwardsii				NT				NT		NT		NT				NT	NT	NT		
1479	Calonectris leucomelas				LC				LC	LC			LC			NT	NT	NT	NT		
1480	Caloperdix oculeus				NT				NT				NT				NT				
1481	Caloramphus fuliginosus														LC		LC				
1482	Caloramphus hayii														NT		NT				
1483	Calothorax lucifer				LC				LC	LC			LC				LC				
1484	Calothorax pulcher				LC				LC	LC			LC				LC				
1485	Calypte anna				LC				LC	LC			LC				LC				
1486	Calypte costae				LC				LC	LC			LC				LC				
1487	Calyptocichla serinus				LC				LC	LC			LC				LC		LC		
1488	Calyptomena hosii				NT				NT				NT				NT				
1489	Calyptomena viridis				NT				NT				NT				NT				
1490	Calyptomena whiteheadi				LC				LC	LC			LC				LC		LC		
1491	Calyptophilus frugivorus																NT		NT		
1492	Calyptophilus tertius																VU				
1493	Calyptorhynchus banksii				LC				LC	LC	LC		LC				LC				
1494	Calyptorhynchus lathami				LC				LC	LC			LC				LC				
1495	Calyptura cristata				CR				CR	CR	CR		CR	CR		CR	CR				
1496	Camaroptera brachyura																LC				
1497	Camaroptera chloronota																LC				
1498	Camaroptera harterti																LC				
1499	Camaroptera superciliaris				LC				LC	LC			LC				LC				
1500	Camaroptera toroensis																LC				
1501	Campephaga flava				LC				LC	LC			LC				LC	LC			
1502	Campephaga petiti				LC				LC	LC			LC				LC				
1503	Campephaga phoenicea				LC				LC	LC			LC				LC		LC		
1504	Campephaga quiscalina				LC				LC	LC			LC				LC	LC			
1505	Campephilus gayaquilensis				NT				NT				NT				NT				
1506	Campephilus guatemalensis				LC				LC	LC			LC				LC		LC		
1507	Campephilus haematogaster														LC		LC				
1508	Campephilus leucopogon				LC				LC	LC			LC				LC				
1509	Campephilus magellanicus				LC				LC	LC			LC				LC				
1510	Campephilus melanoleucos				LC				LC	LC			LC				LC				
1511	Campephilus pollens				LC				LC	LC			LC				LC		LC		
1512	Campephilus principalis				CR	CR			CR	CR	CR		CR	CR		CR	CR		CR		
1513	Campephilus robustus				LC				LC	LC			LC				LC				
1514	Campephilus rubricollis				LC				LC	LC			LC				LC		LC		
1515	Campephilus splendens														NT		NT				
1516	Campethera abingoni				LC				LC	LC			LC				LC				
1517	Campethera bennettii														LC		LC				
1518	Campethera cailliautii				LC				LC	LC			LC				LC	LC			
1519	Campethera caroli				LC				LC	LC			LC				LC				
1520	Campethera maculosa				LC				LC	LC			LC				LC	LC			
1521	Campethera mombassica				LC				LC	LC			LC				LC		LC		
1522	Campethera nivosa				LC				LC	LC			LC				LC	LC			
1523	Campethera notata				NT				NT				NT				NT	NT			
1524	Campethera nubica				LC				LC	LC			LC				LC				
1525	Campethera punctuligera				LC				LC	LC			LC				LC				
1526	Campethera scriptoricauda														LC		LC				
1527	Campethera taeniolaema														LC		LC				
1528	Campethera tullbergi														LC		LC				
1529	Campicoloides bifasciatus				LC				LC	LC			LC				LC				
1530	Campochaera sloetii				LC				LC	LC			LC				LC				
1531	Camptostoma imberbe				LC				LC	LC			LC				LC				
1532	Camptostoma obsoletum				LC				LC	LC			LC				LC				
1533	Campylopterus curvipennis														LC		LC				
1534	Campylopterus cuvierii				LC				LC	LC			LC				LC				
1535	Campylopterus duidae				LC				LC	LC			LC				LC				
1536	Campylopterus ensipennis				NT				NT				NT				NT				
1537	Campylopterus falcatus				LC				LC	LC			LC				LC				
1538	Campylopterus hemileucurus				LC				LC	LC			LC				LC				
1539	Campylopterus hyperythrus				LC				LC	LC			LC				LC				
1540	Campylopterus largipennis				LC				LC	LC			LC				LC		LC		
1541	Campylopterus phainopeplus				EN				EN				EN				EN				
1542	Campylopterus rufus				LC				LC	LC			LC				LC				
1543	Campylopterus villaviscensio				NT				NT				NT				NT				
1544	Campylorhamphus falcularius				LC				LC	LC			LC				LC				
1545	Campylorhamphus multostriatus																LC	LC			
1546	Campylorhamphus probatus																LC				
1547	Campylorhamphus procurvoides																LC				
1548	Campylorhamphus pusillus				LC				LC	LC			LC				LC				
1549	Campylorhamphus trochilirostris				LC				LC	LC			LC				LC				
1550	Campylorhynchus albobrunneus				LC				LC	LC			LC				LC				
1551	Campylorhynchus brunneicapillus				LC				LC	LC			LC				LC				
1552	Campylorhynchus capistratus																LC				
1553	Campylorhynchus chiapensis				LC				LC	LC			LC				LC		LC		
1554	Campylorhynchus fasciatus				LC				LC	LC			LC				LC		LC		
1555	Campylorhynchus griseus				LC				LC	LC			LC				LC		LC		
1556	Campylorhynchus gularis				LC				LC	LC			LC				LC		LC		
1557	Campylorhynchus humilis																LC				
1558	Campylorhynchus jocosus				LC				LC	LC			LC				LC		LC		
1559	Campylorhynchus megalopterus				LC				LC	LC			LC				LC		LC		
1560	Campylorhynchus nuchalis				LC				LC	LC			LC				LC				
1561	Campylorhynchus rufinucha																LC				
1562	Campylorhynchus turdinus				LC				LC	LC			LC				LC		LC		
1563	Campylorhynchus yucatanicus				NT				NT				NT				NT	NT			
1564	Campylorhynchus zonatus				LC				LC	LC			LC				LC		LC		
1565	Canirallus oculeus				LC				LC	LC			LC				LC				
1566	Cantorchilus griseus				LC				LC	LC			LC				LC				
1567	Cantorchilus guarayanus				LC				LC	LC			LC				LC		LC		
1568	Cantorchilus leucopogon				LC				LC	LC			LC				LC				
1569	Cantorchilus leucotis				LC				LC	LC			LC				LC		LC		
1570	Cantorchilus longirostris				LC				LC	LC			LC				LC		LC		
1571	Cantorchilus modestus																LC				
1572	Cantorchilus nigricapillus				LC				LC	LC			LC				LC				
1573	Cantorchilus semibadius				LC				LC	LC			LC				LC				
1574	Cantorchilus superciliaris				LC				LC	LC			LC				LC				
1575	Cantorchilus thoracicus				LC				LC	LC			LC				LC		LC		
1576	Cantorchilus zeledoni																LC				
1577	Capito auratus						LC		LC	LC			LC	LC			LC				
1578	Capito aurovirens				LC				LC	LC			LC				LC		LC		
1579	Capito brunneipectus				LC				LC	LC			LC				LC		LC		
1580	Capito dayi				LC				LC	LC			VU				VU				
1581	Capito fitzpatricki														NT		NT		NT		
1582	Capito hypoleucus				EN				EN				VU				VU				
1583	Capito maculicoronatus				LC				LC	LC			LC				LC		LC		
1584	Capito niger						LC		LC	LC			LC	LC			LC				
1585	Capito quinticolor				NT				NT	VU			VU				VU				
1586	Capito squamatus				NT				NT				NT				NT				
1587	Capito wallacei		VU		VU		VU		VU				VU				VU				
1588	Caprimulgus aegyptius				LC				LC	LC			LC				LC		LC	LC	
1589	Caprimulgus affinis				LC				LC	LC			LC				LC				
1590	Caprimulgus andamanicus														LC		LC				
1591	Caprimulgus asiaticus				LC				LC	LC			LC				LC				
1592	Caprimulgus atripennis				LC				LC	LC			LC				LC				
1593	Caprimulgus batesi				LC				LC	LC			LC				LC				
1594	Caprimulgus celebensis				LC				LC	LC			LC				LC				
1595	Caprimulgus centralasicus				DD				DD				DD				DD				
1596	Caprimulgus clarus				LC				LC	LC			LC				LC				
1597	Caprimulgus climacurus				LC				LC	LC			LC				LC				
1598	Caprimulgus concretus				VU				VU				VU				VU	VU			
1599	Caprimulgus donaldsoni				LC				LC	LC			LC				LC				
1600	Caprimulgus europaeus				LC				LC	LC			LC				LC				
1601	Caprimulgus eximius				LC				LC	LC			LC				LC				
1602	Caprimulgus fossii				LC				LC	LC			LC				LC				
1603	Caprimulgus fraenatus				LC				LC	LC			LC				LC				
1604	Caprimulgus indicus														LC		LC				
1605	Caprimulgus inornatus				LC				LC	LC			LC				LC				
1606	Caprimulgus jotaka														LC		LC				
1607	Caprimulgus longipennis				LC				LC	LC			LC				LC				
1608	Caprimulgus macrurus														LC		LC				
1609	Caprimulgus madagascariensis				LC				LC	LC			LC				LC				
1610	Caprimulgus mahrattensis				LC				LC	LC			LC				LC				
1611	Caprimulgus manillensis				LC				LC	LC			LC				LC				
1612	Caprimulgus meesi										LC		LC				LC				
1613	Caprimulgus natalensis				LC				LC	LC			LC				LC				
1614	Caprimulgus nubicus				LC				LC	LC			LC				LC				
1615	Caprimulgus pectoralis														LC		LC				
1616	Caprimulgus phalaena														NT		NT				
1617	Caprimulgus poliocephalus														LC		LC				
1618	Caprimulgus prigoginei				EN				EN				EN				EN				
1619	Caprimulgus pulchellus				NT				NT				NT				NT				
1620	Caprimulgus ruficollis				LC				LC	LC			LC				LC		LC		
1621	Caprimulgus rufigena				LC				LC	LC			LC				LC				
1622	Caprimulgus solala				VU				VU				VU				VU				
1623	Caprimulgus stellatus				LC				LC	LC			LC				LC				
1624	Caprimulgus tristigma				LC				LC	LC			LC				LC				
1625	Caprimulgus vexillarius				LC				LC	LC			LC				LC	LC			
1626	Capsiempis flaveola				LC				LC	LC			LC				LC	LC			
1627	Caracara cheriway				LC				LC	LC			LC				LC				
1628	Caracara plancus					LC			LC	LC			LC				LC				
1629	Cardellina canadensis				LC				LC	LC	LC		LC				LC				
1630	Cardellina pusilla				LC				LC	LC			LC				LC				
1631	Cardellina rubra				LC				LC	LC			LC				LC				
1632	Cardellina rubrifrons				LC				LC	LC			LC				LC				
1633	Cardellina versicolor				VU				VU				VU				VU				
1634	Cardinalis cardinalis				LC				LC	LC			LC				LC		LC		
1635	Cardinalis phoeniceus				LC				LC	LC			LC				LC				
1636	Cardinalis sinuatus				LC				LC	LC			LC				LC				
1637	Carduelis caniceps																LC				
1638	Carduelis carduelis																LC		LC	LC	
1639	Carduelis citrinella				LC				LC	LC			LC			LC	LC	LC			
1640	Carduelis corsicana				LC				LC	LC			LC				LC	LC			
1641	Cariama cristata				LC				LC	LC			LC				LC				
1642	Caridonax fulgidus				LC				LC	LC			LC				LC				
1643	Carpococcyx radiceus				NT				NT				NT		NT		NT				
1644	Carpococcyx renauldi				LC				LC	LC			LC				LC		VU		
1645	Carpococcyx viridis				CR				CR	CR	CR		CR				CR	CR			
1646	Carpodacus dubius																LC		LC		
1647	Carpodacus edwardsii				LC				LC	LC			LC				LC		LC		
1648	Carpodacus erythrinus				LC				LC	LC			LC		LC	LC	LC				
1649	Carpodacus formosanus																LC				
1650	Carpodacus pulcherrimus				LC				LC	LC			LC				LC		LC		
1651	Carpodacus puniceus				LC				LC	LC			LC				LC				
1652	Carpodacus rhodochlamys				LC				LC	LC			LC				LC		LC		
1653	Carpodacus roborowskii				LC				LC	LC			LC				LC				
1654	Carpodacus rodochroa				LC				LC	LC			LC				LC		LC		
1655	Carpodacus rodopeplus																LC				
1656	Carpodacus roseus				LC				LC	LC			LC				LC		LC		
1657	Carpodacus rubicilla				LC				LC	LC			LC				LC				
1658	Carpodacus rubicilloides				LC				LC	LC			LC				LC		LC		
1659	Carpodacus sibiricus				LC				LC	LC			LC				LC		LC		
1660	Carpodacus sillemi				DD				DD				DD				DD				
1661	Carpodacus sipahi				LC				LC	LC			LC				LC				
1662	Carpodacus stoliczkae																LC				
1663	Carpodacus subhimachalus				LC				LC	LC			LC				LC		LC		
1664	Carpodacus synoicus																LC				
1665	Carpodacus thura																LC				
1666	Carpodacus trifasciatus				LC				LC	LC			LC				LC				
1667	Carpodacus verreauxii																LC				
1668	Carpodacus vinaceus																LC				
1669	Carpodacus waltoni				LC				LC	LC			LC				LC				
1670	Carpodectes antoniae				EN				EN				EN				EN				
1671	Carpodectes hopkei				LC				LC	LC			LC				LC				
1672	Carpodectes nitidus				LC				LC	LC			LC				LC				
1673	Carpornis cucullata				NT				NT				NT				NT				
1674	Carpornis melanocephala				VU				VU				VU				VU				
1675	Carpospiza brachydactyla				LC				LC	LC			LC				LC		LC		
1676	Carterornis castus				LC				LC	LC			LC				LC				
1677	Carterornis chrysomela				LC				LC	LC			LC				LC	LC			
1678	Carterornis leucotis				LC				LC	LC			LC				LC				
1679	Carterornis pileatus				LC				LC	LC			LC				LC				
1680	Caryothraustes canadensis				LC				LC	LC			LC				LC		LC		
1681	Caryothraustes celaeno				LC				LC	LC			LC				LC				
1682	Caryothraustes erythromelas				LC				LC	LC			NT	NT			NT		NT		
1683	Caryothraustes poliogaster				LC				LC	LC			LC				LC				
1684	Casiornis fuscus				LC				LC	LC			LC				LC				
1685	Casiornis rufus				LC				LC	LC			LC				LC				
1686	Cassiculus melanicterus				LC				LC	LC			LC				LC		LC		
1687	Castanozoster thoracicus				LC				LC	LC			LC				LC				
1688	Casuarius bennetti				NT				NT				NT	NT		LC	LC				
1689	Casuarius casuarius				VU				VU				VU				VU	LC	LC		
1690	Casuarius unappendiculatus				VU				VU				VU				VU	LC			
1691	Catamblyrhynchus diadema				LC				LC	LC			LC				LC		LC		
1692	Catamenia analis				LC				LC	LC			LC				LC				
1693	Catamenia homochroa				LC				LC	LC			LC				LC				
1694	Catamenia inornata				LC				LC	LC			LC				LC				
1695	Cataponera turdoides				LC				LC	LC			LC				LC				
1696	Catharacta antarctica														LC		LC	LC	LC		
1697	Catharacta chilensis				LC				LC	LC			LC				LC		LC		
1698	Catharacta maccormicki				LC				LC	LC			LC				LC		LC		
1699	Catharacta skua				LC				LC	LC			LC				LC		LC		
1700	Catharopeza bishopi				EN				EN				EN				EN				
1701	Cathartes aura				LC				LC	LC			LC				LC		LC		
1702	Cathartes burrovianus				LC				LC	LC			LC				LC				
1703	Cathartes melambrotus				LC				LC	LC			LC				LC				
1704	Catharus aurantiirostris				LC				LC	LC			LC				LC		LC		
1705	Catharus bicknelli				VU				VU				VU				VU		VU		
1706	Catharus frantzii				LC				LC	LC			LC				LC		LC		
1707	Catharus fuscater				LC				LC	LC			LC				LC		LC		
1708	Catharus fuscescens				LC				LC	LC			LC				LC		LC		
1709	Catharus gracilirostris				LC				LC	LC			LC				LC				
1710	Catharus guttatus				LC				LC	LC			LC				LC				
1711	Catharus mexicanus				LC				LC	LC			LC				LC		LC		
1712	Catharus minimus				LC				LC	LC			LC				LC				
1713	Catharus occidentalis				LC				LC	LC			LC				LC		LC		
1714	Catharus swainsoni																LC		LC		
1715	Catharus ustulatus																LC		LC		
1716	Catherpes mexicanus				LC				LC	LC			LC				LC				
1717	Catreus wallichii				VU				VU				VU	VU	VU		VU				
1718	Ceblepyris caesius				LC				LC	LC			LC				LC	LC	LC		
1719	Ceblepyris cinereus																LC				
1720	Ceblepyris cucullatus																VU				
1721	Ceblepyris graueri				NT				NT				NT		NT		NT				
1722	Ceblepyris pectoralis				LC				LC	LC			LC				LC				
1723	Cecropis abyssinica				LC				LC	LC			LC				LC	LC			
1724	Cecropis cucullata				LC				LC	LC			LC				LC				
1725	Cecropis daurica																LC				
1726	Cecropis hyperythra																LC	LC			
1727	Cecropis semirufa				LC				LC	LC			LC				LC				
1728	Cecropis senegalensis				LC				LC	LC			LC				LC				
1729	Celebesica abbotti				LC				LC	LC			LC				LC				
1730	Celeus castaneus				LC				LC	LC			LC				LC				
1731	Celeus elegans				LC				LC	LC			LC				LC				
1732	Celeus flavescens														LC		LC				
1733	Celeus flavus				LC				LC	LC			LC				LC				
1734	Celeus galeatus				VU				VU			VU	VU				VU				
1735	Celeus loricatus				LC				LC	LC			LC				LC		LC		
1736	Celeus lugubris				LC				LC	LC			LC				LC		LC		
1737	Celeus obrieni							CR	CR	CR	CR	EN	EN				EN		VU		
1738	Celeus occidentalis														LC		LC				
1739	Celeus ochraceus														LC		LC				
1740	Celeus spectabilis						LC		LC	LC			LC				LC				
1741	Celeus tinnunculus														VU		VU				
1742	Celeus torquatus														NT		NT				
1743	Centrocercus minimus				EN	EN		EN	EN				EN				EN				
1744	Centrocercus urophasianus				NT				NT				NT				NT				
1745	Centropus andamanensis				LC				LC	LC			LC				LC				
1746	Centropus anselli				LC				LC	LC			LC				LC				
1747	Centropus ateralbus				LC				LC	LC			LC				LC		LC		
1748	Centropus bengalensis				LC				LC	LC			LC				LC				
1749	Centropus bernsteini				LC				LC	LC			LC				LC				
1750	Centropus celebensis				LC				LC	LC			LC				LC				
1751	Centropus chalybeus				NT				NT				NT				NT				
1752	Centropus chlororhynchos				VU				VU				VU		VU		VU				
1753	Centropus cupreicaudus				LC				LC	LC			LC				LC				
1754	Centropus goliath				LC				LC	LC			LC				LC				
1755	Centropus grillii				LC				LC	LC			LC				LC				
1756	Centropus leucogaster				LC				LC	LC			LC				LC	LC			
1757	Centropus melanops				LC				LC	LC			LC				LC				
1758	Centropus menbeki				LC				LC	LC			LC				LC				
1759	Centropus milo				LC				LC	LC			LC				LC				
1760	Centropus monachus				LC				LC	LC			LC				LC				
1761	Centropus nigrorufus				VU				VU				VU		VU		VU				
1762	Centropus phasianinus				LC				LC	LC			LC				LC				
1763	Centropus rectunguis				VU				VU				VU				VU				
1764	Centropus senegalensis				LC				LC	LC			LC				LC				
1765	Centropus sinensis				LC				LC	LC			LC				LC				
1766	Centropus spilopterus				LC				LC	LC			LC				LC				
1767	Centropus steerii				CR		CR		CR	CR			CR				CR				
1768	Centropus superciliosus				LC				LC	LC			LC				LC				
1769	Centropus toulou				LC				LC	LC			LC				LC		LC		
1770	Centropus unirufus				NT				NT				NT				NT	NT			
1771	Centropus violaceus				LC				NT				NT				NT				
1772	Centropus viridis				LC				LC	LC			LC				LC				
1773	Cephalopterus glabricollis				VU				VU				EN	EN			EN				
1774	Cephalopterus ornatus				LC				LC	LC			LC				LC				
1775	Cephalopterus penduliger				VU				VU				VU				VU				
1776	Cephalopyrus flammiceps				LC				LC	LC			LC				LC				
1777	Cepphus carbo				LC				LC	LC			LC				LC		LC		
1778	Cepphus columba				LC				LC	LC			LC				LC		LC		
1779	Cepphus grylle				LC				LC	LC			LC				LC		LC		
1780	Ceratogymna atrata				LC				LC	LC			LC				LC				
1781	Ceratogymna elata				NT				NT				VU				VU				
1782	Ceratopipra chloromeros				LC				LC	LC			LC				LC		LC		
1783	Ceratopipra cornuta				LC				LC	LC			LC				LC		LC		
1784	Ceratopipra erythrocephala				LC				LC	LC			LC				LC				
1785	Ceratopipra mentalis				LC				LC	LC			LC				LC				
1786	Ceratopipra rubrocapilla				LC				LC	LC			LC				LC				
1787	Cercibis oxycerca				LC				LC	LC			LC				LC				
1788	Cercococcyx mechowi				LC				LC	LC			LC				LC		LC		
1789	Cercococcyx montanus				LC				LC	LC			LC				LC		LC		
1790	Cercococcyx olivinus				LC				LC	LC			LC				LC				
1791	Cercomacra brasiliana				NT				NT				NT		NT		NT				
1792	Cercomacra carbonaria				VU				NT				CR				CR	CR	CR		
1793	Cercomacra cinerascens				LC				LC	LC			LC				LC		LC		
1794	Cercomacra ferdinandi				VU				VU				VU				VU				
1795	Cercomacra manu				LC				LC	LC			LC				LC				
1796	Cercomacra melanaria				LC				LC	LC			LC				LC		LC		
1797	Cercomacra nigricans				LC				LC	LC			LC				LC				
1798	Cercomacroides fuscicauda																LC				
1799	Cercomacroides laeta				LC				LC	LC			LC				LC				
1800	Cercomacroides nigrescens																LC				
1801	Cercomacroides parkeri				LC				LC	LC			LC				LC				
1802	Cercomacroides serva				LC				LC	LC			LC				LC	LC			
1803	Cercomacroides tyrannina				LC				LC	LC			LC				LC				
1804	Cercotrichas galactotes				LC				LC	LC			LC				LC	LC	LC	LC	
1805	Cercotrichas hartlaubi				LC				LC	LC			LC				LC		LC		
1806	Cercotrichas leucophrys				LC				LC	LC			LC				LC				
1807	Cercotrichas paena				LC				LC	LC			LC				LC				
1808	Cercotrichas podobe				LC				LC	LC			LC				LC		LC		
1809	Cereopsis novaehollandiae				LC				LC	LC			LC				LC		LC		
1810	Cerorhinca monocerata				LC				LC	LC			LC				LC	LC	LC		
