species	rate_e_mean	rate_e_lower	rate_e_upper
Eliurus tanala	0.00022353	0.00019465	0.00025261
Eliurus webbi	0.00018409	0.00015853	0.00021156
Ellobius alaicus	0.00207882	0.00198303	0.00217310
Ellobius fuscocapillus	0.00022063	0.00019235	0.00025049
Ellobius lutescens	0.00022052	0.00019170	0.00025048
Ellobius talpinus	0.00019135	0.00016475	0.00021897
Ellobius tancrei	0.00021369	0.00018434	0.00024241
Emballonura alecto	0.00020243	0.00017422	0.00022930
Emballonura beccarii	0.00018932	0.00016246	0.00021620
Emballonura dianae	0.00019303	0.00016505	0.00022020
Emballonura furax	0.00020145	0.00017416	0.00022974
Emballonura monticola	0.00017998	0.00015398	0.00020670
Emballonura raffrayana	0.00022646	0.00019709	0.00025590
Emballonura semicaudata	0.00571919	0.00554853	0.00589411
Emballonura serii	0.00221980	0.00212445	0.00231675
Enchisthenes hartii	0.00018623	0.00016164	0.00021538
Enhydra lutris	0.00277336	0.00266858	0.00288703
Eoglaucomys fimbriatus	0.00016478	0.00014052	0.00019046
Eolagurus luteus	0.00020521	0.00017749	0.00023316
Eolagurus przewalskii	0.00021375	0.00018483	0.00024214
Eonycteris major	0.00192077	0.00183333	0.00201610
Eonycteris robusta	0.00097990	0.00091757	0.00104161
Eonycteris spelaea	0.00020036	0.00017440	0.00022788
Eospalax fontanierii	0.00019007	0.00016400	0.00021856
Eospalax rothschildi	0.00019629	0.00016951	0.00022453
Eospalax smithii	0.00022472	0.00019543	0.00025406
Eothenomys cachinus	0.00020117	0.00017415	0.00023034
Eothenomys chinensis	0.00020964	0.00018058	0.00023681
Eothenomys custos	0.00021331	0.00018482	0.00024334
Eothenomys melanogaster	0.00020822	0.00018062	0.00023693
Eothenomys miletus	0.00020270	0.00017470	0.00023017
Eothenomys olitor	0.00018447	0.00015933	0.00021169
Eothenomys proditor	0.00199746	0.00190537	0.00209045
Eothenomys wardi	0.00109605	0.00103089	0.00116326
Eozapus setchuanus	0.00021653	0.00018783	0.00024499
Episoriculus caudatus	0.00020445	0.00017613	0.00023194
Episoriculus fumidus	0.00022859	0.00019864	0.00025700
Episoriculus leucops	0.00019121	0.00016500	0.00021861
Episoriculus macrurus	0.00020839	0.00018180	0.00023764
Epixerus ebii	0.00018132	0.00015427	0.00020701
Epomophorus angolensis	0.00092734	0.00087098	0.00099184
Epomophorus anselli	0.00182703	0.00174217	0.00191647
Epomophorus crypturus	0.00018005	0.00015386	0.00020643
Epomophorus gambianus	0.00018694	0.00016022	0.00021358
Epomophorus grandis	0.00187337	0.00178330	0.00196030
Epomophorus labiatus	0.00019652	0.00016962	0.00022398
Epomophorus minimus	0.00020613	0.00017731	0.00023344
Epomophorus minor	0.00017621	0.00015031	0.00020279
Epomophorus wahlbergi	0.00017978	0.00015386	0.00020712
Epomops buettikoferi	0.00018125	0.00015620	0.00020886
Epomops dobsonii	0.00017588	0.00014998	0.00020247
Epomops franqueti	0.00018119	0.00015639	0.00020858
Eptesicus andinus	0.00017418	0.00014878	0.00020008
Eptesicus bobrinskoi	0.00170878	0.00162248	0.00179088
Eptesicus bottae	0.00016590	0.00014063	0.00019099
Eptesicus brasiliensis	0.00017609	0.00014959	0.00020207
Eptesicus chiriquinus	0.00018525	0.00015914	0.00021175
Eptesicus diminutus	0.00020262	0.00017390	0.00022947
Eptesicus dimissus	0.00174084	0.00165530	0.00182575
Eptesicus floweri	0.00017091	0.00014552	0.00019740
Eptesicus furinalis	0.00014573	0.00012237	0.00017056
Eptesicus fuscus	0.00014767	0.00012440	0.00017161
Eptesicus gobiensis	0.00018641	0.00015992	0.00021328
Eptesicus guadeloupensis	0.00473190	0.00457916	0.00488149
Eptesicus hottentotus	0.00016569	0.00014162	0.00019077
Eptesicus innoxius	0.00086631	0.00080841	0.00092565
Eptesicus isabellinus	0.00018929	0.00016213	0.00021604
Eptesicus japonensis	0.00512331	0.00496158	0.00527964
Eptesicus kobayashii	0.00182428	0.00173339	0.00190821
Eptesicus nasutus	0.00113505	0.00106854	0.00120415
Eptesicus nilssonii	0.00017385	0.00014836	0.00019967
Eptesicus pachyotis	0.00014975	0.00012655	0.00017476
Eptesicus platyops	0.00156726	0.00148817	0.00164942
Eptesicus serotinus	0.00015264	0.00012816	0.00017656
Eptesicus taddeii	0.00181891	0.00173503	0.00190925
Eptesicus tatei	0.00156987	0.00149180	0.00165275
Equus africanus	0.00785723	0.00764096	0.00806290
Equus ferus	0.00356368	0.00343974	0.00369681
Equus grevyi	0.00256908	0.00246812	0.00267765
Equus hemionus	0.00052133	0.00047533	0.00056733
Equus kiang	0.00009822	0.00007967	0.00011844
Equus quagga	0.00059037	0.00054318	0.00063841
Equus zebra	0.00127308	0.00120290	0.00134721
Eremitalpa granti	0.00019962	0.00017234	0.00022709
Eremodipus lichtensteini	0.00019739	0.00017024	0.00022465
Eremoryzomys polius	0.00202914	0.00193963	0.00212782
Erethizon dorsatum	0.00012144	0.00010020	0.00014326
Erignathus barbatus	0.00009406	0.00007485	0.00011256
Erinaceus amurensis	0.00022593	0.00019762	0.00025570
Erinaceus concolor	0.00020012	0.00017328	0.00022726
Erinaceus europaeus	0.00018304	0.00015702	0.00021043
Erinaceus roumanicus	0.00019535	0.00016890	0.00022276
Eropeplus canus	0.00223310	0.00213813	0.00233213
Erophylla bombifrons	0.00016597	0.00014152	0.00019174
Erophylla sezekorni	0.00016156	0.00013687	0.00018629
Erythrocebus patas	0.00012441	0.00010313	0.00014603
Eschrichtius robustus	0.00144397	0.00136737	0.00151920
Eubalaena australis	0.00333483	0.00321262	0.00345574
Eubalaena glacialis	0.00141720	0.00134255	0.00149342
Eubalaena japonica	0.00320268	0.00308157	0.00332317
Euchoreutes naso	0.00018164	0.00015639	0.00020817
Euderma maculatum	0.00018895	0.00016149	0.00021549
Eudiscoderma thongareeae	0.01720898	0.01682418	0.01758749
Eudiscopus denticulus	0.00020316	0.00017647	0.00023207
Eudorcas albonotata	0.00017188	0.00014552	0.00019688
Eudorcas rufifrons	0.00197521	0.00188921	0.00206662
Eudorcas rufina	0.00109407	0.00102733	0.00116104
Eudorcas thomsonii	0.00014863	0.00012466	0.00017209
Eudorcas tilonura	0.00532731	0.00517000	0.00549522
Eulemur albifrons	0.00241180	0.00231199	0.00251260
Eulemur cinereiceps	0.00780040	0.00758349	0.00800690
Eulemur collaris	0.00272432	0.00261743	0.00283528
Eulemur coronatus	0.00324563	0.00312482	0.00336214
Eulemur flavifrons	0.00797970	0.00776900	0.00819710
Eulemur fulvus	0.00048780	0.00044506	0.00053068
Eulemur macaco	0.00123149	0.00115897	0.00129877
Eulemur mongoz	0.00741978	0.00721568	0.00762106
Eulemur rubriventer	0.00139135	0.00131722	0.00146716
Eulemur rufifrons	0.00057147	0.00052511	0.00061992
Eulemur rufus	0.00120543	0.00113299	0.00127254
Eulemur sanfordi	0.00266799	0.00256366	0.00277723
Eumetopias jubatus	0.00046882	0.00042709	0.00051143
Eumops auripendulus	0.00014697	0.00012377	0.00017074
Eumops bonariensis	0.00018003	0.00015436	0.00020596
Eumops dabbenei	0.00015062	0.00012628	0.00017455
Eumops delticus	0.00182897	0.00173749	0.00191445
Eumops ferox	0.00015947	0.00013558	0.00018512
Eumops floridanus	0.00177673	0.00169095	0.00186319
Eumops glaucinus	0.00015677	0.00013283	0.00018138
Eumops hansae	0.00016996	0.00014439	0.00019484
Eumops maurus	0.00168080	0.00159837	0.00176280
Eumops nanus	0.00016510	0.00014005	0.00019082
Eumops patagonicus	0.00019244	0.00016583	0.00021934
Eumops perotis	0.00013953	0.00011647	0.00016282
Eumops trumbulli	0.00015453	0.00013067	0.00017950
Eumops underwoodi	0.00014442	0.00012170	0.00016908
Eumops wilsoni	0.00162230	0.00153890	0.00170184
Euneomys chinchilloides	0.00205608	0.00196603	0.00215136
Euneomys fossor	0.00205871	0.00196988	0.00215600
Euneomys mordax	0.00022577	0.00019614	0.00025435
Euneomys petersoni	0.00020131	0.00017372	0.00022848
Euoticus elegantulus	0.00016727	0.00014205	0.00019274
Euoticus pallidus	0.00015486	0.00013046	0.00017911
Eupetaurus cinereus	0.00451660	0.00436589	0.00466242
Euphractus sexcinctus	0.00015888	0.00013495	0.00018429
Eupleres goudotii	0.00151270	0.00143743	0.00159363
Eupleres major	0.00374267	0.00361892	0.00387632
Euroscaptor grandis	0.00017399	0.00014838	0.00019991
Euroscaptor klossi	0.00021455	0.00018606	0.00024339
Euroscaptor longirostris	0.00020368	0.00017537	0.00023039
Euroscaptor micrura	0.00020142	0.00017491	0.00023020
Euroscaptor mizura	0.00019529	0.00016929	0.00022398
Euroscaptor parvidens	0.00203040	0.00193769	0.00212199
Euroscaptor subanura	0.00202892	0.00193653	0.00212290
Euryoryzomys emmonsae	0.00202541	0.00193820	0.00212500
Euryoryzomys lamia	0.00230286	0.00220467	0.00239970
Euryoryzomys legatus	0.00022666	0.00019750	0.00025650
Euryoryzomys macconnelli	0.00024225	0.00021225	0.00027418
Euryoryzomys nitidus	0.00022483	0.00019605	0.00025394
Euryoryzomys russatus	0.00019496	0.00016740	0.00022220
Euryzygomatomys spinosus	0.00023076	0.00020007	0.00025956
Eutamias sibiricus	0.00020747	0.00017955	0.00023543
Exilisciurus concinnus	0.00019807	0.00017148	0.00022543
Exilisciurus exilis	0.00197753	0.00188764	0.00206873
Exilisciurus whiteheadi	0.00020749	0.00017949	0.00023610
Falsistrellus affinis	0.00129220	0.00121844	0.00136589
Falsistrellus mackenziei	0.00085766	0.00080011	0.00091672
Falsistrellus mordax	0.00177576	0.00168854	0.00186167
Falsistrellus petersi	0.00187617	0.00178648	0.00196445
Falsistrellus tasmaniensis	0.00017505	0.00014901	0.00020030
Felis bieti	0.00170196	0.00162129	0.00178756
Felis chaus	0.00017692	0.00015019	0.00020232
Felis margarita	0.00016660	0.00014162	0.00019278
Felis nigripes	0.00197669	0.00188719	0.00206782
Felis silvestris	0.00014269	0.00011840	0.00016627
Felovia vae	0.00018210	0.00015504	0.00020786
Feresa attenuata	0.00009005	0.00007171	0.00010860
Feroculus feroculus	0.00614393	0.00595807	0.00631574
Fossa fossana	0.00161259	0.00152989	0.00169180
Fukomys anselli	0.00103483	0.00096742	0.00109564
Fukomys bocagei	0.00019431	0.00016704	0.00022176
Fukomys damarensis	0.00018718	0.00016098	0.00021435
Fukomys darlingi	0.00020337	0.00017637	0.00023104
Fukomys foxi	0.00195439	0.00185963	0.00204175
Fukomys ilariae	0.00181495	0.00172848	0.00190503
Fukomys kafuensis	0.00223590	0.00213885	0.00233026
Fukomys mechowii	0.00017700	0.00015017	0.00020159
Fukomys ochraceocinereus	0.00016298	0.00013935	0.00018846
Fukomys vandewoestijneae	0.00183192	0.00174267	0.00191413
Fukomys zechi	0.00020831	0.00018005	0.00023697
Funambulus layardi	0.00205154	0.00195881	0.00214164
Funambulus palmarum	0.00020651	0.00017805	0.00023550
Funambulus pennantii	0.00021681	0.00018847	0.00024698
Funambulus sublineatus	0.00205143	0.00196369	0.00214881
Funambulus tristriatus	0.00019535	0.00016716	0.00022236
Funisciurus anerythrus	0.00019731	0.00017091	0.00022514
Funisciurus bayonii	0.00189290	0.00180594	0.00198598
Funisciurus carruthersi	0.00018215	0.00015618	0.00020903
Funisciurus congicus	0.00020232	0.00017466	0.00023052
Funisciurus duchaillui	0.00191234	0.00182043	0.00199955
Funisciurus isabella	0.00018594	0.00016053	0.00021333
Funisciurus lemniscatus	0.00017679	0.00015072	0.00020227
Funisciurus leucogenys	0.00019508	0.00016836	0.00022329
Funisciurus pyrropus	0.00017717	0.00015173	0.00020271
Funisciurus substriatus	0.00192970	0.00183729	0.00201914
Furipterus horrens	0.00019268	0.00016709	0.00022083
Galago gallarum	0.00016492	0.00013956	0.00019005
Galago matschiei	0.00016796	0.00014382	0.00019452
Galago moholi	0.00015869	0.00013427	0.00018351
Galago senegalensis	0.00015381	0.00013059	0.00017910
Galagoides cocos	0.00110768	0.00104313	0.00117872
Galagoides demidoff	0.00017582	0.00015014	0.00020163
Galagoides granti	0.00111815	0.00105107	0.00118434
Galagoides orinus	0.00120573	0.00113714	0.00127703
Galagoides rondoensis	0.00119235	0.00112248	0.00126122
Galagoides thomasi	0.00019431	0.00016795	0.00022194
Galagoides zanzibaricus	0.00125556	0.00118212	0.00132379
Galea comes	0.00203685	0.00194610	0.00213106
Galea flavidens	0.00024087	0.00021179	0.00027298
Galea leucoblephara	0.00022051	0.00019029	0.00024835
Galea musteloides	0.00203410	0.00194074	0.00212737
Galea spixii	0.00020844	0.00018036	0.00023614
Galemys pyrenaicus	0.00236230	0.00226221	0.00246250
Galenomys garleppi	0.00202117	0.00192690	0.00211202
Galeopterus variegatus	0.00016703	0.00014169	0.00019199
Galictis cuja	0.00019843	0.00017034	0.00022677
Galictis vittata	0.00018785	0.00016176	0.00021541
Galidia elegans	0.00013269	0.00010997	0.00015457
Galidictis fasciata	0.00186880	0.00178366	0.00195974
Galidictis grandidieri	0.00531308	0.00514672	0.00547446
Gardnerycteris crenulatum	0.00016497	0.00013959	0.00019079
Gardnerycteris koepckeae	0.00184581	0.00175562	0.00193539
Gazella arabica	0.00204807	0.00195747	0.00214396
Gazella bennettii	0.00016845	0.00014334	0.00019353
Gazella cuvieri	0.00183984	0.00175085	0.00192724
Gazella dorcas	0.00151482	0.00143598	0.00159126
Gazella gazella	0.00416979	0.00403395	0.00431473
Gazella leptoceros	0.00533954	0.00517683	0.00549921
Gazella marica	0.00184546	0.00175873	0.00193255
Gazella spekei	0.00539972	0.00523616	0.00556166
Gazella subgutturosa	0.00166047	0.00158155	0.00174553
Genetta abyssinica	0.00132855	0.00125629	0.00140273
Genetta angolensis	0.00013657	0.00011305	0.00015925
Genetta bourloni	0.00153478	0.00145823	0.00161618
Genetta cristata	0.00123604	0.00116435	0.00130378
Genetta genetta	0.00009036	0.00007308	0.00011012
Genetta johnstoni	0.00061519	0.00056762	0.00066622
Genetta maculata	0.00013146	0.00010979	0.00015399
Genetta pardina	0.00010700	0.00008721	0.00012800
Genetta piscivora	0.00077884	0.00072393	0.00083452
Genetta poensis	0.00123201	0.00116351	0.00130379
Genetta servalina	0.00016252	0.00013829	0.00018747
Genetta thierryi	0.00015090	0.00012724	0.00017582
Genetta tigrina	0.00015369	0.00012967	0.00017800
Genetta victoriae	0.00011682	0.00009595	0.00013875
Geocapromys brownii	0.00597092	0.00579465	0.00614643
Geocapromys ingrahami	0.00225702	0.00215677	0.00235337
Geogale aurita	0.00017403	0.00014917	0.00019991
Geomys arenarius	0.00105145	0.00098606	0.00111675
Geomys attwateri	0.00020732	0.00017893	0.00023599
Geomys breviceps	0.00020823	0.00018104	0.00023722
Geomys bursarius	0.00023771	0.00020853	0.00026846
Geomys knoxjonesi	0.00021470	0.00018766	0.00024456
Geomys personatus	0.00021938	0.00019107	0.00024878
Geomys pinetis	0.00021043	0.00018291	0.00023974
Geomys texensis	0.00019723	0.00017080	0.00022542
Geomys tropicalis	0.00600317	0.00582401	0.00616938
Georychus capensis	0.00019758	0.00016991	0.00022381
Geoxus annectens	0.00212613	0.00203114	0.00221707
Geoxus valdivianus	0.00021651	0.00018954	0.00024700
Gerbilliscus afra	0.00018406	0.00015766	0.00021104
Gerbilliscus boehmi	0.00019162	0.00016419	0.00021868
Gerbilliscus brantsii	0.00021554	0.00018603	0.00024400
Gerbilliscus gambiana	0.00021895	0.00019104	0.00024905
Gerbilliscus guineae	0.00019445	0.00016692	0.00022127
Gerbilliscus inclusus	0.00020653	0.00017774	0.00023450
Gerbilliscus kempi	0.00023798	0.00020814	0.00026864
Gerbilliscus leucogaster	0.00019805	0.00017085	0.00022486
Gerbilliscus nigricaudus	0.00020751	0.00018018	0.00023601
Gerbilliscus phillipsi	0.00021878	0.00018892	0.00024767
Gerbilliscus robustus	0.00021502	0.00018521	0.00024348
Gerbilliscus validus	0.00019521	0.00016739	0.00022146
Gerbillurus paeba	0.00023483	0.00020565	0.00026510
Gerbillurus setzeri	0.00021455	0.00018781	0.00024455
Gerbillurus tytonis	0.00022065	0.00019323	0.00025143
Gerbillurus vallinus	0.00019640	0.00016960	0.00022403
Gerbillus acticola	0.00204775	0.00195307	0.00214022
Gerbillus agag	0.00209431	0.00200349	0.00219261
Gerbillus amoenus	0.00020214	0.00017422	0.00022937
Gerbillus andersoni	0.00022188	0.00019342	0.00025134
Gerbillus aquilus	0.00021460	0.00018615	0.00024351
Gerbillus bottai	0.00204455	0.00195163	0.00213792
Gerbillus brockmani	0.00202686	0.00193150	0.00211711
Gerbillus burtoni	0.00202971	0.00193847	0.00212465
Gerbillus campestris	0.00020036	0.00017272	0.00022743
Gerbillus cheesmani	0.00018130	0.00015528	0.00020723
Gerbillus cosensis	0.00209671	0.00199908	0.00218957
Gerbillus dasyurus	0.00021537	0.00018616	0.00024328
Gerbillus dunni	0.00018942	0.00016299	0.00021667
Gerbillus famulus	0.00022471	0.00019615	0.00025427
Gerbillus floweri	0.00025360	0.00022178	0.00028442
Gerbillus gerbillus	0.00021475	0.00018548	0.00024227
Gerbillus gleadowi	0.00020766	0.00018008	0.00023696
Gerbillus grobbeni	0.00203535	0.00193557	0.00212696
Gerbillus harwoodi	0.00018625	0.00016027	0.00021378
Gerbillus henleyi	0.00019956	0.00017134	0.00022697
Gerbillus hesperinus	0.00621051	0.00602520	0.00638355
Gerbillus hoogstraali	0.00235893	0.00226277	0.00246271
Gerbillus jamesi	0.00202207	0.00192907	0.00211310
Gerbillus juliani	0.00022946	0.00020044	0.00025950
Gerbillus latastei	0.00205137	0.00195812	0.00214550
Gerbillus lowei	0.00205572	0.00196270	0.00214972
Gerbillus mackilligini	0.00019837	0.00016978	0.00022526
Gerbillus maghrebi	0.00018727	0.00016029	0.00021408
Gerbillus mesopotamiae	0.00019826	0.00017175	0.00022654
Gerbillus muriculus	0.00203067	0.00193777	0.00212290
Gerbillus nancillus	0.00195321	0.00185940	0.00204144
Gerbillus nanus	0.00017577	0.00014996	0.00020155
Gerbillus nigeriae	0.00021486	0.00018596	0.00024335
Gerbillus occiduus	0.00199206	0.00190194	0.00208659
Gerbillus percivali	0.00201429	0.00191795	0.00210408
Gerbillus perpallidus	0.00018304	0.00015600	0.00020910
Gerbillus poecilops	0.00021223	0.00018353	0.00024050
Gerbillus principulus	0.00210912	0.00201511	0.00220477
Gerbillus pulvinatus	0.00024512	0.00021521	0.00027688
Gerbillus pusillus	0.00021960	0.00019207	0.00025033
Gerbillus pyramidum	0.00019726	0.00016970	0.00022484
Gerbillus rosalinda	0.00017899	0.00015232	0.00020481
Gerbillus rupicola	0.00019110	0.00016435	0.00021813
Gerbillus simoni	0.00020138	0.00017375	0.00022889
Gerbillus somalicus	0.00203975	0.00195157	0.00213267
Gerbillus stigmonyx	0.00204384	0.00194782	0.00213542
Gerbillus tarabuli	0.00022498	0.00019457	0.00025342
Gerbillus watersi	0.00020851	0.00017996	0.00023612
Giraffa camelopardalis	0.00105653	0.00099254	0.00112201
Glaucomys sabrinus	0.00017292	0.00014772	0.00019902
Glaucomys volans	0.00015467	0.00013094	0.00017984
Glauconycteris alboguttata	0.00017124	0.00014514	0.00019574
Glauconycteris argentata	0.00017612	0.00014967	0.00020188
Glauconycteris beatrix	0.00017070	0.00014551	0.00019726
Glauconycteris curryae	0.00181897	0.00172842	0.00190482
Glauconycteris egeria	0.00183377	0.00174693	0.00192357
Glauconycteris gleni	0.00158034	0.00150132	0.00166230
Glauconycteris humeralis	0.00179935	0.00171209	0.00188426
Glauconycteris kenyacola	0.00172087	0.00163583	0.00180417
Glauconycteris machadoi	0.00185092	0.00176524	0.00194019
Glauconycteris poensis	0.00018839	0.00016146	0.00021479
Glauconycteris superba	0.00018930	0.00016252	0.00021611
Glauconycteris variegata	0.00018027	0.00015484	0.00020687
Glironia venusta	0.00023715	0.00020620	0.00026719
Glirulus japonicus	0.00021135	0.00018201	0.00023942
Glis glis	0.00017899	0.00015323	0.00020569
Glischropus javanus	0.00174467	0.00166159	0.00182985
Glischropus tylopus	0.00020458	0.00017810	0.00023413
Globicephala macrorhynchus	0.00007744	0.00005985	0.00009510
Globicephala melas	0.00007707	0.00006035	0.00009412
Glossophaga commissarisi	0.00013756	0.00011569	0.00016145
Glossophaga leachii	0.00017485	0.00014996	0.00020116
Glossophaga longirostris	0.00017420	0.00014909	0.00020006
Glossophaga morenoi	0.00016675	0.00014215	0.00019224
Glossophaga soricina	0.00015677	0.00013305	0.00018193
Glyphonycteris behnii	0.00169210	0.00160866	0.00177498
Glyphonycteris daviesi	0.00017997	0.00015529	0.00020749
Glyphonycteris sylvestris	0.00019946	0.00017271	0.00022731
Glyphotes simus	0.00194215	0.00185098	0.00203263
Golunda ellioti	0.00020323	0.00017383	0.00022955
Gorilla beringei	0.00363791	0.00350795	0.00376777
Gorilla gorilla	0.00377437	0.00364050	0.00390830
Gracilimus radix	0.00184980	0.00176366	0.00193849
Gracilinanus aceramarcae	0.00020422	0.00017710	0.00023325
Gracilinanus agilis	0.00021135	0.00018340	0.00023941
Gracilinanus dryas	0.00019344	0.00016623	0.00022105
Gracilinanus emiliae	0.00197123	0.00188299	0.00206787
Gracilinanus marica	0.00020971	0.00018105	0.00023718
Gracilinanus microtarsus	0.00020855	0.00018107	0.00023728
Grammomys aridulus	0.00214104	0.00204343	0.00223381
Grammomys brevirostris	0.00178923	0.00169785	0.00187197
Grammomys buntingi	0.00199774	0.00190489	0.00209126
Grammomys caniceps	0.00214829	0.00205185	0.00224369
Grammomys cometes	0.00019926	0.00017110	0.00022628
Grammomys dolichurus	0.00019870	0.00017019	0.00022587
Grammomys dryas	0.00019942	0.00017000	0.00022599
Grammomys gigas	0.00635583	0.00617760	0.00653507
Grammomys ibeanus	0.00022153	0.00019214	0.00024941
Grammomys kuru	0.00019042	0.00016283	0.00021748
Grammomys macmillani	0.00018372	0.00015694	0.00021023
Grammomys minnae	0.00234426	0.00224719	0.00244954
Grammomys selousi	0.00020355	0.00017625	0.00023225
Grampus griseus	0.00008313	0.00006509	0.00010081
Graomys chacoensis	0.00182732	0.00173798	0.00191459
Graomys domorum	0.00020339	0.00017583	0.00023238
Graomys edithae	0.00200178	0.00190782	0.00209375
Graomys griseoflavus	0.00017851	0.00015180	0.00020418
Graphiurus angolensis	0.00198204	0.00189207	0.00207459
Graphiurus christyi	0.00020226	0.00017633	0.00023180
Graphiurus crassicaudatus	0.00191847	0.00182755	0.00200719
Graphiurus johnstoni	0.00196986	0.00187724	0.00205940
Graphiurus kelleni	0.00018999	0.00016356	0.00021806
Graphiurus lorraineus	0.00020129	0.00017250	0.00022798
Graphiurus microtis	0.00019833	0.00017179	0.00022556
Graphiurus monardi	0.00200487	0.00191185	0.00209554
Graphiurus murinus	0.00021141	0.00018429	0.00024090
Graphiurus nagtglasii	0.00019522	0.00016794	0.00022279
Graphiurus ocularis	0.00020006	0.00017177	0.00022736
Graphiurus platyops	0.00017993	0.00015353	0.00020569
Graphiurus rupicola	0.00019940	0.00017153	0.00022730
Graphiurus surdus	0.00199261	0.00189827	0.00208366
Graphiurus walterverheyeni	0.00178887	0.00170276	0.00187783
Gulo gulo	0.00013075	0.00010885	0.00015381
Gyldenstolpia fronto	0.01725641	0.01688742	0.01764614
Gymnobelideus leadbeateri	0.01808949	0.01769110	0.01849354
Gymnuromys roberti	0.00021514	0.00018688	0.00024375
Habromys chinanteco	0.02275991	0.02226649	0.02323864
Habromys delicatulus	0.00630960	0.00612515	0.00649562
Habromys ixtlani	0.02296590	0.02249066	0.02345893
Habromys lepturus	0.02300626	0.02251305	0.02348654
Habromys lophurus	0.00104346	0.00098266	0.00111103
Habromys schmidlyi	0.02318244	0.02269607	0.02367965
Habromys simulatus	0.02307113	0.02258002	0.02354993
Hadromys humei	0.00634308	0.00616279	0.00652534
Hadromys yunnanensis	0.00192776	0.00183648	0.00201777
Haeromys margarettae	0.00212747	0.00202946	0.00222118
Haeromys minahassae	0.00231385	0.00221824	0.00241348
Haeromys pusillus	0.00227966	0.00217958	0.00237516
Halichoerus grypus	0.00009231	0.00007313	0.00011006
Halmaheramys bokimekot	0.00177617	0.00168800	0.00186202
Handleyomys alfaroi	0.00020186	0.00017373	0.00022889
Handleyomys chapmani	0.00227508	0.00217403	0.00237040
Handleyomys fuscatus	0.00017123	0.00014719	0.00019802
Handleyomys intectus	0.00022164	0.00019385	0.00025218
Handleyomys melanotis	0.00021257	0.00018375	0.00024124
Handleyomys rhabdops	0.00627397	0.00609761	0.00645780
Handleyomys rostratus	0.00018813	0.00016219	0.00021578
Handleyomys saturatior	0.00106231	0.00099985	0.00112645
Hapalemur alaotrensis	0.00933119	0.00909176	0.00956430
Hapalemur aureus	0.00948347	0.00924418	0.00972600
Hapalemur griseus	0.00152372	0.00144835	0.00160386
Hapalemur meridionalis	0.00149221	0.00141240	0.00157071
Hapalemur occidentalis	0.00146084	0.00138336	0.00153533
Hapalomys delacouri	0.00234058	0.00224173	0.00244074
Hapalomys longicaudatus	0.00630763	0.00612590	0.00648698
Haplonycteris fischeri	0.00020229	0.00017486	0.00023017
Harpiocephalus harpia	0.00014077	0.00011677	0.00016346
Harpiola grisea	0.00169052	0.00160739	0.00177359
Harpiola isodon	0.00175115	0.00166675	0.00183767
Harpyionycteris celebensis	0.00201999	0.00192752	0.00211219
Harpyionycteris whiteheadi	0.00017478	0.00014905	0.00020094
Heimyscus fumosus	0.00020335	0.00017682	0.00023255
Helarctos malayanus	0.00109277	0.00102869	0.00115900
Heliophobius argenteocinereus	0.00018626	0.00015938	0.00021317
Heliosciurus gambianus	0.00020234	0.00017538	0.00023093
Heliosciurus mutabilis	0.00017915	0.00015361	0.00020555
Heliosciurus punctatus	0.00182691	0.00173682	0.00191390
Heliosciurus rufobrachium	0.00018186	0.00015614	0.00020834
Heliosciurus ruwenzorii	0.00020350	0.00017648	0.00023088
Heliosciurus undulatus	0.00183598	0.00175032	0.00192542
Helogale hirtula	0.00020118	0.00017424	0.00022989
Helogale parvula	0.00017810	0.00015094	0.00020329
Hemibelideus lemuroides	0.00091239	0.00085099	0.00097251
Hemicentetes nigriceps	0.00020014	0.00017297	0.00022781
Hemicentetes semispinosus	0.00022047	0.00019243	0.00024989
Hemiechinus auritus	0.00020146	0.00017517	0.00022987
Hemiechinus collaris	0.00022547	0.00019744	0.00025553
Hemigalus derbyanus	0.00092626	0.00086669	0.00098713
Hemitragus jemlahicus	0.00067816	0.00062533	0.00073096
Herpailurus yagouaroundi	0.00014635	0.00012360	0.00017068
Herpestes auropunctatus	0.00016882	0.00014439	0.00019515
Herpestes brachyurus	0.00093586	0.00087316	0.00099552
Herpestes edwardsii	0.00018746	0.00016138	0.00021470
Herpestes flavescens	0.00014965	0.00012454	0.00017221
Herpestes fuscus	0.00018321	0.00015590	0.00020860
Herpestes ichneumon	0.00015370	0.00012906	0.00017714
Herpestes javanicus	0.00020047	0.00017320	0.00022814
Herpestes naso	0.00012864	0.00010732	0.00015122
Herpestes ochraceus	0.00018113	0.00015614	0.00020824
Herpestes pulverulentus	0.00018495	0.00015843	0.00021265
Herpestes sanguineus	0.00018018	0.00015595	0.00020826
Herpestes semitorquatus	0.00079722	0.00074195	0.00085440
Herpestes smithii	0.00015891	0.00013470	0.00018417
Herpestes urva	0.00016700	0.00014221	0.00019270
Herpestes vitticollis	0.00018932	0.00016249	0.00021798
Hesperoptenus blanfordi	0.00016818	0.00014348	0.00019413
Hesperoptenus doriae	0.00170807	0.00162047	0.00179111
Hesperoptenus gaskelli	0.00171683	0.00163038	0.00180034
Hesperoptenus tickelli	0.00017190	0.00014623	0.00019702
Hesperoptenus tomesi	0.00200979	0.00191901	0.00210144
Heterocephalus glaber	0.00019912	0.00017308	0.00022772
Heterogeomys cherriei	0.00017882	0.00015364	0.00020579
