species	2016	2008	1996	1994	2015	2002	1990	1988	1986	2004	2019	2000	2013	2006	1965	1992	2017	2003	2018	2014	1982	2007	2009	2010	2012	2011
Rhinophylla fischerae	LC	LC	LR/nt																							
Rhinophylla pumilio		LC	LR/lc		LC																					
Rhinopithecus avunculus		CR	CR	E			E	E				CR						CR								
Rhinopithecus bieti		EN	EN	E			E	E				EN														
Rhinopithecus brelichi		EN	EN	E			E	E				EN														
Rhinopithecus roxellana		EN	VU	V			V	V	R			VU														
Rhinopithecus strykeri																									CR	
Rhinopoma cystops																	LC									
Rhinopoma hadramauticum																	EN									
Rhinopoma hardwickii																	LC									
Rhinopoma macinnesi		DD	VU							VU																
Rhinopoma microphyllum		LC	LR/lc							LC							LC									
Rhinopoma muscatellum		LC	LR/lc																							
Rhinosciurus laticaudatus		NT	LR/lc														NT									
Rhipidomys albujai											DD															
Rhipidomys austrinus	LC	LC	LR/lc																							
Rhipidomys cariri		DD									DD															
Rhipidomys caucensis		DD	LR/nt								DD															
Rhipidomys couesi	LC	LC	LR/lc																							
Rhipidomys emiliae	LC	LC																								
Rhipidomys fulviventer	LC	LC	LR/lc																							
Rhipidomys gardneri		LC															LC									
Rhipidomys ipukensis																	DD									
Rhipidomys itoan																	LC									
Rhipidomys latimanus	LC	LC	LR/lc																							
Rhipidomys leucodactylus	LC	LC	LR/lc																							
Rhipidomys macconnelli	LC	LC	LR/lc																							
Rhipidomys macrurus	LC	LC																								
Rhipidomys mastacalis	LC	LC	LR/lc																							
Rhipidomys modicus	LC	NT																						LC		
Rhipidomys nitela	LC																									
Rhipidomys ochrogaster		DD	LR/nt								DD															
Rhipidomys tribei																	DD									
Rhipidomys venezuelae	LC	LC	LR/lc																							
Rhipidomys venustus	LC	LC	LR/lc																							
Rhipidomys wetzeli	LC	LC	LR/lc																							
Rhizomys pruinosus	LC	LC	LR/lc																							
Rhizomys sinensis	LC	LC	LR/lc																							
Rhizomys sumatrensis	LC	LC	LR/lc																							
Rhogeessa aeneus		LC									LC															
Rhogeessa bickhami																	LC									
Rhogeessa genowaysi	EN	EN	LR/nt									VU														
Rhogeessa hussoni	DD	DD																								
Rhogeessa io	LC																									
Rhogeessa menchuae																	DD									
Rhogeessa minutilla	VU	VU	LR/nt																							
Rhogeessa mira	VU	VU	LR/nt									EN														
Rhogeessa parvula		LC	LR/nt								LC															
Rhogeessa tumida	LC	LC	LR/lc																							
Rhogeessa velilla																	DD									
Rhombomys opimus	LC	LC	LR/lc																							
Rhynchocyon chrysopygus		EN	EN	V	EN		V							EN												
Rhynchocyon cirnei		NT	VU											NT			LC									
Rhynchocyon petersi	LC	VU	EN	R			R							VU												
Rhynchocyon udzungwensis		VU			VU																					
Rhynchogale melleri		LC	LR/lc		LC																					
Rhyncholestes raphanurus		NT	VU		NT																					
Rhynchomeles prattorum	EN	EN	DD	I																						
Rhynchomys banahao	LC	DD																								
Rhynchomys isarogensis		VU	VU	R							VU															
Rhynchomys soricoides		NT	LR/lc														NT									
Rhynchomys tapulao	DD	DD																								
Rhynchonycteris naso	LC	LC	LR/lc																							
Romerolagus diazi		EN	EN	E			E	E	E		EN										E					
Rousettus aegyptiacus	LC	LC	LR/lc							LC																
Rousettus amplexicaudatus		LC	LR/lc																							
Rousettus bidens		VU	LR/nt																							
Rousettus celebensis		LC	LR/lc																							
Rousettus lanosus		LC	LR/lc							LC							LC									
Rousettus leschenaultii		LC	LR/lc																							
Rousettus linduensis		DD																								
Rousettus madagascariensis		NT	VU									LR/nt														
Rousettus obliviosus	VU	VU	LR/nt							NT																
Rousettus spinalatus		VU	VU																							
Rubrisciurus rubriventer		VU	LR/lc																							
Rucervus duvaucelii		VU	VU	E	VU		E	E	E				VU													
Rucervus eldii		EN	CR	V	EN		V																			
Rungwecebus kipunji		CR																								
Rupicapra pyrenaica		LC	LR/cd																							
Rupicapra rupicapra		LC										LR/lc														
Rusa alfredi	EN	EN	EN	E			E	E																		
Rusa marianna		VU	DD	R	VU																					
Rusa timorensis		VU	LR/lc		VU																					
Rusa unicolor		VU	LR/lc		VU																					
Ruwenzorisorex suncoides	VU	VU	VU	I						VU																
Saccolaimus flaviventris		LC	LR/nt														LC									
Saccolaimus mixtus		DD	VU														NT									
Saccolaimus peli		LC	LR/nt							NT							LC									
Saccolaimus saccolaimus		LC	LR/lc														LC									
Saccopteryx antioquensis	EN	DD																								
Saccopteryx bilineata		LC	LR/lc		LC																					
Saccopteryx canescens		LC	LR/lc		LC																					
Saccopteryx gymnura	DD	DD	LR/nt									VU														
Saccopteryx leptura		LC	LR/lc		LC																					
Saccostomus campestris	LC	LC	LR/lc							LC																
Saccostomus mearnsi	LC	LC	LR/lc							LC																
Saguinus bicolor		EN	EN	E			E	I	I			EN						CR			I					
Saguinus fuscicollis		LC										LR/lc						LC								
Saguinus geoffroyi		LC	LR/lc															LC								
Saguinus imperator		LC					I	I	I			LR/lc						LC	LC		I					
Saguinus inustus		LC	LR/lc															LC	LC							
Saguinus labiatus		LC	LR/lc															LC	LC							
Saguinus leucopus		EN	VU	E			E	V	V			VU						VU			V					
Saguinus martinsi		LC																LC		LC						
Saguinus melanoleucus		LC																								
Saguinus midas		LC	LR/lc															LC	LC							
Saguinus mystax		LC	LR/lc															LC	LC							
Saguinus niger		VU																LC								
Saguinus nigricollis		LC										LR/lc						LC								
Saguinus oedipus		CR	EN	E			E	E	E			EN								CR	E					
Saguinus tripartitus		NT	LR/lc	K								LR/lc						LC								
Saiga tatarica		CR	VU			CR						LR/cd						CR	CR							
Saimiri boliviensis		LC	LR/lc															LC	LC							
Saimiri oerstedii		VU	EN	E			E	E	E			EN						EN			E					
Saimiri sciureus		LC	LR/lc															LC								
Saimiri ustus		NT	LR/lc															LC								
Saimiri vanzolinii		VU	VU	V								VU						VU								
Salanoia concolor	VU	VU	VU	K			K	K	K			VU														
Salinomys delicatus		DD																								
Salpingotulus michaelis		DD	LR/lc														DD									
Salpingotus crassicauda	LC	DD	VU																							
Salpingotus heptneri	DD	DD	LR/nt																							
Salpingotus kozlovi	LC	LC	LR/nt																							
Salpingotus pallidus	DD	DD	LR/lc																							
Santamartamys rufodorsalis		DD	VU														CR									CR
Sapajus apella		LC			LC							LR/lc						LC	LC							
Sapajus cay		LC			LC														LC							
Sapajus flavius		CR			CR																					
Sapajus libidinosus		LC			LC																					
Sapajus macrocephalus		LC			LC													LC	LC							
Sapajus nigritus		NT			NT																					
Sapajus robustus		EN	VU	V	EN							VU						VU								
Sapajus xanthosternos		CR	CR	E	CR							CR						CR								
Sarcophilus harrisii		EN	LR/lc																							
Sauromys petrophilus		LC	LR/lc							LC							LC									
Saxatilomys paulinae	DD	DD																								
Scalopus aquaticus	LC	LC	LR/lc																							
Scapanulus oweni	LC	LC	LR/lc																							
Scapanus latimanus	LC	LC	LR/lc																							
Scapanus orarius	LC	LC	LR/lc																							
Scapanus townsendii	LC	LC	LR/lc																							
Scapteromys aquaticus	LC	LC																								
Scapteromys tumidus	LC	LC	LR/lc																							
Scaptochirus moschatus	LC	LC	LR/lc																							
Scaptonyx fusicaudus	LC	LC	LR/lc																							
Sciurillus pusillus		DD	LR/lc								LC															
Sciurocheirus alleni		LC	LR/nt					nt																		
Sciurocheirus gabonensis		LC																								
Sciurotamias davidianus	LC	LC	LR/lc																							
Sciurotamias forresti	LC	LC	VU																							
Sciurus aberti		LC	LR/lc														LC									
Sciurus aestuans	LC	LC	LR/lc																							
Sciurus alleni	LC	LC	LR/lc																							
Sciurus anomalus	LC	LC	LR/nt																							
Sciurus arizonensis		DD	LR/nt																							
Sciurus aureogaster		LC	LR/lc														LC									
Sciurus carolinensis	LC	LC	LR/lc																LC							
Sciurus colliaei	LC	LC	LR/lc																							
Sciurus deppei	LC	LC	LR/lc																							
Sciurus flammifer		DD	LR/lc								DD															
Sciurus gilvigularis		DD	LR/lc								DD															
Sciurus granatensis	LC	LC	LR/lc																							
Sciurus griseus	LC	LC	LR/lc																							
Sciurus ignitus		DD	LR/lc								LC															
Sciurus igniventris	LC	LC	LR/lc																							
Sciurus lis	LC	LC	LR/lc																							
Sciurus nayaritensis	LC	LC	LR/lc																							
Sciurus niger	LC	LC	LR/lc									LR/lc														
Sciurus oculatus	LC	LC	LR/lc																							
Sciurus pucheranii		DD	LR/lc								DD															
Sciurus pyrrhinus		DD	LR/lc								DD															
Sciurus richmondi		NT	LR/nt																NT							
Sciurus sanborni		DD	LR/nt								DD															
Sciurus spadiceus	LC	LC	LR/lc																							
Sciurus stramineus	LC	LC	LR/lc																							
Sciurus variegatoides	LC	LC	LR/lc																							
Sciurus vulgaris	LC	LC	LR/nt			NT																				
Sciurus yucatanensis	LC	LC	LR/lc																							
Scleronycteris ega	DD	LC	VU																							
Scolomys melanops	LC	LC	EN																							
Scolomys ucayalensis	LC	LC	EN																							
Scoteanax rueppellii		LC	LR/nt																							
Scotinomys teguina	LC	LC	LR/lc																							
Scotinomys xerampelinus	LC	LC	LR/lc																							
Scotoecus albofuscus		DD	LR/nt							DD																
Scotoecus hirundo		LC	LR/lc							DD							LC									
Scotoecus pallidus		LC	LR/lc							NT																
Scotomanes ornatus		LC	LR/nt																							
Scotonycteris ophiodon		VU	LR/nt							EN														NT		
Scotonycteris zenkeri																	LC									
Scotophilus andrewreborii																	LC									
Scotophilus borbonicus		DD	CR																							
Scotophilus celebensis		DD	DD																							
Scotophilus collinus		LC																								
Scotophilus dinganii		LC	LR/lc							LC							LC									
Scotophilus ejetai																	LC									
Scotophilus heathii		LC	LR/lc																							
Scotophilus kuhlii		LC	LR/lc																							
Scotophilus leucogaster		LC	LR/lc							LC							LC									
Scotophilus livingstonii																	LC									
Scotophilus marovaza		LC															LC									
Scotophilus nigrita		LC	LR/nt							NT							LC									
Scotophilus nucella		DD								VU																
Scotophilus nux		LC	LR/lc							LC							LC									
Scotophilus robustus		LC	LR/nt														LC									
Scotophilus tandrefana		DD																								
Scotophilus trujilloi																	LC									
Scotophilus viridis		LC	LR/lc							LC							LC									
Scotorepens balstoni		LC	LR/lc																							
Scotorepens greyii		LC	LR/lc																							
Scotorepens orion		LC	LR/lc																							
Scotorepens sanborni		LC	LR/lc																							
Scotozous dormeri		LC	LR/lc							LC																
Scutisorex somereni	LC	LC	LR/lc							LC																
Scutisorex thori											DD															
Sekeetamys calurus	LC	LC	LR/lc							LC																
Selevinia betpakdalaensis	DD	DD	EN																							
Semnopithecus ajax		EN								CR		LR/nt														
Semnopithecus dussumieri		LC										DD														
Semnopithecus entellus		LC								NT		LR/nt														
Semnopithecus hector		NT								EN		LR/nt														
Semnopithecus hypoleucos		VU										DD														
Semnopithecus priam		NT																								
Semnopithecus schistaceus		LC										LR/nt														
Setifer setosus	LC	LC	LR/lc		LC									LC												
Setonix brachyurus		VU	VU								VU															
Sicista armenica		EN	CR		EN																					
Sicista betulina	LC	LC	LR/nt																							
Sicista caucasica		VU	LR/lc																							
Sicista caudata	DD	DD	EN																							
Sicista concolor	LC	LC	LR/lc																							
Sicista kazbegica	EN	EN	DD																							
Sicista kluchorica		NT	DD														LC									
Sicista loriger																	VU									
Sicista napaea	LC	LC	LR/lc																							
Sicista pseudonapaea	DD	DD	DD																							
Sicista severtzovi	LC	LC	LR/lc																							
Sicista strandi	LC	LC	LR/lc																							
Sicista subtilis																	LC									
Sicista tianshanica	LC	LC	LR/lc																							
Sicista trizona											EN															
Sigmodon alleni																			VU							
Sigmodon alstoni	LC	LC	LR/lc																							
Sigmodon arizonae	LC	LC	EN					E				LR/lc														
Sigmodon fulviventer	LC	LC	LR/lc																							
Sigmodon hirsutus	LC	LC																								
Sigmodon hispidus	LC	LC	LR/lc																							
Sigmodon inopinatus		VU	LR/lc																VU							
Sigmodon leucotis	LC	LC	LR/lc																							
Sigmodon mascotensis	LC	LC	LR/lc																							
Sigmodon ochrognathus	LC	LC	LR/lc																							
Sigmodon peruanus	LC	LC	LR/lc																							
Sigmodon toltecus	LC	LC																								
Sigmodontomys alfari	LC	LC	LR/lc																							
Simias concolor		CR	EN	E			E	E	E			EN														
Sminthopsis archeri	DD	DD	DD																							
Sminthopsis bindi	NT	LC	LR/lc																							
Sminthopsis butleri		VU	VU	R							VU															
Sminthopsis crassicaudata	LC	LC	LR/lc																							
Sminthopsis dolichura	LC	LC	LR/lc																							
Sminthopsis douglasi		NT	EN	E			I	I	I		NT										I					
Sminthopsis fuliginosus	DD	DD	DD																							
Sminthopsis gilberti	LC	LC	LR/lc																							
Sminthopsis granulipes	LC	LC	LR/lc																							
Sminthopsis griseoventer	LC	LC	LR/lc																							
Sminthopsis hirtipes	LC	LC	LR/lc																							
Sminthopsis leucopus	LC	VU	DD																							
Sminthopsis longicaudata	LC	LC	LR/lc				K	K	K												K					
Sminthopsis macroura	LC	LC	LR/lc																							
Sminthopsis murina	LC	LC	LR/lc																							
Sminthopsis ooldea	LC	LC	LR/lc																							
Sminthopsis psammophila	VU	EN	EN	V			K	K	K												K					
Sminthopsis virginiae	LC	LC	LR/lc																							
Sminthopsis youngsoni	LC	LC	LR/lc																							
Smutsia gigantea		NT	LR/lc																	VU						
Smutsia temminckii		LC	LR/nt																	VU						
Solenodon paradoxus		EN	EN	E			E	E	E												E					
Solisorex pearsoni		EN	EN																							
Solomys ponceleti		CR	EN	E			E																			
Solomys salamonis	DD	DD	VU																							
Solomys salebrosus		EN	LR/nt																							
Solomys sapientis	EN	EN	VU																							
Sommeromys macrorhinos		DD															DD									
Sooretamys angouya	LC	LC																								
Sorex alaskanus		DD	LR/lc								DD															
Sorex alpinus		NT	LR/lc																							
Sorex antinorii		DD									LC															
Sorex araneus	LC	LC	LR/lc																							
Sorex arcticus	LC	LC	LR/lc																							
Sorex arizonae	LC	LC	VU																							
Sorex asper	LC	LC	LR/lc																							
Sorex bairdi	LC	LC	LR/lc																							
Sorex bedfordiae		LC	LR/lc														LC									
Sorex bendirii	LC	LC	LR/lc																							
Sorex buchariensis		LC	LR/lc								DD															
Sorex caecutiens	LC	LC	LR/lc																							
Sorex camtschatica		LC	LR/lc														LC									
Sorex cansulus	DD	DD	CR																							
Sorex cinereus	LC	LC	LR/lc																							
Sorex coronatus	LC	LC	LR/lc																							
Sorex cylindricauda		LC	EN														LC									
Sorex daphaenodon	LC	LC	LR/lc																							
Sorex dispar	LC	LC	LR/lc																							
Sorex emarginatus		LC	LR/lc														LC									
Sorex excelsus	LC	LC	DD																							
Sorex fumeus	LC	LC	LR/lc																							
Sorex gracillimus	LC	LC	LR/lc																							
Sorex granarius		LC	LR/lc								LC															
Sorex haydeni	LC	LC	LR/lc																							
Sorex hosonoi	LC	LC	VU																							
Sorex hoyi	LC	LC	LR/lc																							
Sorex isodon	LC	LC	LR/lc																							
Sorex ixtlanensis		DD																								
Sorex jacksoni	LC	LC	EN																							
Sorex kozlovi	DD	DD	CR																							
Sorex leucogaster	DD	DD	VU																							
Sorex longirostris	LC	LC	LR/lc																							
Sorex lyelli		LC	LR/lc														LC									
Sorex macrodon		VU	LR/nt																VU							
Sorex maritimensis	LC	LC																								
Sorex mediopua		LC															LC									
Sorex merriami	LC	LC	LR/lc																							
Sorex milleri		VU	VU																VU							
Sorex minutissimus	LC	LC	LR/lc																							
Sorex minutus	LC	LC	LR/lc																							
Sorex mirabilis	DD	DD	LR/lc																							
Sorex monticolus	LC	LC	LR/lc																							
Sorex nanus	LC	LC	LR/lc																							
Sorex neomexicanus		DD									DD															
Sorex oreopolus		LC	LR/nt														LC									
Sorex orizabae		LC															LC									
Sorex ornatus	LC	LC	LR/lc																							
Sorex pacificus	LC	LC	LR/lc																							
Sorex palustris	LC	LC	LR/lc																							
Sorex planiceps		LC	LR/lc														LC									
Sorex portenkoi	DD	DD	LR/lc																							
Sorex preblei	LC	LC	LR/lc								LC															
Sorex pribilofensis		EN	EN																EN							
Sorex raddei	LC	LC	LR/lc																							
Sorex roboratus	LC	LC	LR/lc																							
Sorex rohweri		LC															LC									
Sorex samniticus	LC	LC	LR/lc																							
Sorex satunini	LC	LC	LR/lc																							
Sorex saussurei		LC	LR/lc														LC									
Sorex sclateri		CR	EN																CR							
Sorex shinto	LC	LC	LR/lc																							
Sorex sinalis	DD	DD	VU																							
Sorex sonomae		LC	LR/lc														LC									
Sorex stizodon		CR	EN																CR							
Sorex tenellus	LC	LC	LR/lc																							
Sorex thibetanus	DD	DD	LR/lc																							
Sorex trowbridgii	LC	LC	LR/lc																							
Sorex tundrensis	LC	LC	LR/lc																							
Sorex ugyunak	LC	LC	LR/lc																							
Sorex unguiculatus	LC	LC	LR/lc																							
Sorex vagrans	LC	LC	LR/lc																							
Sorex ventralis		LC	LR/lc														LC									
Sorex veraecrucis		LC															LC									
Sorex veraepacis		LC	LR/lc														LC									
Sorex volnuchini	LC	LC	LR/lc		LC																					
Sorex yukonicus		LC															LC									
Soricomys kalinga		LC															LC									
Soricomys leonardocoi																	DD									
Soricomys montanus											LC															
Soricomys musseri		LC															LC									
Soriculus nigrescens	LC	LC	LR/lc																							
Sotalia fluviatilis																								DD	DD	
Sotalia guianensis																			NT					DD	DD	
Sousa chinensis																	VU									
Sousa plumbea																	EN									
Sousa sahulensis																	VU									
Sousa teuszii		VU	DD	K													CR								VU	
Spalacopus cyanus	LC	LC	LR/lc										LC													
Spalax arenarius		EN	VU																							
Spalax giganteus	LC	VU	VU																							
Spalax graecus		NT	VU																							
Spalax microphthalmus	LC	LC	VU																							
Spalax uralensis	NT	NT																								
Spalax zemni		VU	LR/lc																							
Speothos venaticus		NT	VU	V			V	V	V	VU											V					NT
Spermophilopsis leptodactylus	LC	LC	LR/lc																							
Spermophilus alashanicus	LC	LC	LR/lc																							
Spermophilus brevicauda	LC	LC																								
Spermophilus citellus		VU	VU																							
Spermophilus dauricus	LC	LC	LR/lc																							
Spermophilus erythrogenys	LC	LC	LR/lc																							
Spermophilus fulvus		LC	LR/lc														LC									
Spermophilus major		LC	LR/nt														LC									
Spermophilus musicus		NT	LR/lc																							
Spermophilus pallidicauda		LC															LC									
Spermophilus pygmaeus		LC	LR/lc														LC									
Spermophilus ralli	LC	LC																								
Spermophilus relictus	LC	LC	LR/lc																							
Spermophilus suslicus		NT	VU																							
Spermophilus taurensis		LC															LC									
Spermophilus xanthoprymnus		NT	LR/lc																							
Sphaerias blanfordi		LC	LR/lc																							
Sphaeronycteris toxophyllum		DD	LR/lc																LC							
Spilocuscus kraemeri		NT	LR/lc	R							NT															
Spilocuscus maculatus	LC	LC	LR/lc																							
Spilocuscus papuensis	VU	VU	DD	R																						
Spilocuscus rufoniger	CR	CR	EN	V			R	R	R												R					
Spilocuscus wilsoni	CR	CR																								
Spilogale angustifrons	LC	LC																								
Spilogale gracilis	LC	LC																								
Spilogale putorius	VU	LC	LR/lc																							
Spilogale pygmaea	VU	VU	LR/lc																							
Srilankamys ohiensis		VU	LR/nt																							
Steatomys bocagei		LC															LC									
Steatomys caurinus		LC	LR/lc							LC							LC									
Steatomys cuppedius		LC	LR/nt							LC							LC									
Steatomys jacksoni	DD	DD	VU	R						VU																
Steatomys krebsii	LC	LC	LR/lc							LC																
Steatomys opimus		LC															LC									
Steatomys parvus		LC	LR/lc							LC							LC									
Steatomys pratensis	LC	LC	LR/lc							LC																
Stenella attenuata		LC	LR/cd	K															LC						LC	
Stenella clymene		DD	DD	K															LC						DD	
Stenella coeruleoalba		LC	LR/cd	K							LC															
Stenella frontalis		DD	DD	K															LC						DD	
Stenella longirostris		DD	LR/cd																LC						DD	
Steno bredanensis		LC	DD	K							LC														LC	
Stenocephalemys albipes		LC	LR/nt							LC							LC									
Stenocephalemys albocaudata	LC	LC	LR/nt							NT																
Stenocephalemys griseicauda	LC	LC	LR/nt							NT																
Stenocephalemys ruppi	DD	DD	VU	K						DD																
Stenoderma rufum	NT	VU	VU									VU														VU
Stochomys longicaudatus		LC	LR/lc							LC							LC									
Strigocuscus celebensis		VU	DD																							
Strigocuscus pelengensis	LC	LC	LR/lc																							
Sturnira aratathomasi	LC	NT	LR/nt																							
Sturnira bakeri											LC															
Sturnira bidens		LC	LR/nt																LC							
Sturnira bogotensis		LC	LR/lc																LC							
Sturnira burtonlimi																	DD									
Sturnira erythromos		LC	LR/lc		LC																					
Sturnira hondurensis																	LC									
Sturnira koopmanhilli	DD																									
Sturnira lilium																	LC									
Sturnira ludovici	LC																									
Sturnira luisi		LC	LR/lc								LC															
Sturnira magna		LC	LR/nt		LC																					
Sturnira mistratensis		DD			DD																					
Sturnira mordax		NT	LR/nt								LC															
Sturnira nana	EN	EN	VU																							
Sturnira oporaphilum	LC	NT																								
Sturnira parvidens											LC															
Sturnira perla	DD																									
Sturnira sorianoi		DD			DD																					
Sturnira tildae	LC	LC	LR/lc																							
Styloctenium mindorensis		DD																								
Styloctenium wallacei		VU	LR/nt																					NT		
Stylodipus andrewsi		LC	LR/lc														LC									
Stylodipus sungorus	LC	LC	LR/lc																							
Stylodipus telum		LC	LR/lc														LC									
Submyotodon latirostris																	LC									
Suncus aequatorius	EN	CR																								
Suncus ater	DD	DD	CR																							
Suncus dayi	EN	EN	EN									VU														
Suncus etruscus																	LC									
Suncus fellowesgordoni		EN	EN																							
Suncus hosei	DD	DD	VU																							
Suncus hututsi	DD																									
Suncus infinitesimus		LC	LR/lc							LC							LC									
Suncus lixus		LC	LR/lc							LC							LC									
Suncus malayanus	LC	DD	DD																							
Suncus megalura		LC	LR/lc							LC							LC									
Suncus mertensi	EN	EN	CR																							
Suncus montanus		VU	VU																							
Suncus murinus	LC	LC	LR/lc																							
Suncus remyi		LC	CR	K			K			LC							LC									
Suncus stoliczkanus	LC	LC	LR/lc																							
Suncus varilla		LC	LR/lc							LC							LC									
Suncus zeylanicus		EN	EN																							
Sundamys infraluteus	LC	LC	LR/lc																							
Sundamys maxi		EN	EN								VU															
Sundamys muelleri	LC	LC	LR/lc																							
Sundasciurus brookei	LC	LC	LR/nt																							
Sundasciurus davensis	DD	DD	LR/lc																							
Sundasciurus fraterculus	VU	EN	LR/lc																							
Sundasciurus hippurus		NT	LR/lc														NT									
Sundasciurus hoogstraali	LC	LC	LR/lc																							
Sundasciurus jentinki	LC	LC	VU																							
Sundasciurus juvencus	LC	LC	EN																							
Sundasciurus lowii	LC	LC	LR/lc																							
Sundasciurus mindanensis	LC	LC	LR/lc																							
Sundasciurus moellendorffi		NT	LR/nt																							
Sundasciurus philippinensis	LC	LC	LR/lc																							
Sundasciurus rabori	DD	DD	VU																							
Sundasciurus samarensis	LC	LC	VU																							
Sundasciurus steerii	LC	LC	LR/nt																							
Sundasciurus tenuis	LC	LC	LR/lc																							
Surdisorex norae	LC	VU	VU							VU																
Surdisorex polulus	DD	VU	VU							VU																
Surdisorex schlitteri	DD																									
Suricata suricatta		LC	LR/lc		LC																					
Sus ahoenobarbus		VU	LR/nt	R								VU					NT									
Sus barbatus		VU	LR/lc														VU									
Sus cebifrons		CR	CR	E			V	V									CR									
Sus celebensis		NT	LR/lc																							
Sus oliveri	VU	EN																								
Sus philippensis		VU	LR/nt									VU					VU									
Sus scrofa		LC	LR/lc																							
Sus verrucosus	EN	EN	EN	V			V	V																		
Syconycteris australis	LC	LC	LR/lc																							
Syconycteris carolinae		VU	VU																							
Syconycteris hobbit	LC	VU	VU	R																						
Sylvicapra grimmia	LC	LC	LR/lc																							
Sylvilagus andinus											DD															
Sylvilagus aquaticus		LC	LR/lc								LC															
Sylvilagus audubonii		LC	LR/lc								LC															
Sylvilagus bachmani		LC	LR/lc								LC															
Sylvilagus brasiliensis											EN															
Sylvilagus cognatus	EN	DD																								
Sylvilagus cunicularius		LC	LR/nt								LC															
Sylvilagus dicei	VU	DD	EN	K																						
Sylvilagus floridanus		LC	LR/lc								LC															
Sylvilagus gabbi											LC															
Sylvilagus graysoni		EN	EN	E			E																			
Sylvilagus insonus		EN	CR	E			Ex				DD															
Sylvilagus mansuetus		NT	LR/nt	I							CR															CR
Sylvilagus nuttallii		LC	LR/lc								LC															
Sylvilagus obscurus		NT	LR/lc								NT															
Sylvilagus palustris		LC	LR/lc								LC															
Sylvilagus robustus		EN																								
Sylvilagus transitionalis		VU	VU								VU															
Sylvilagus varynaensis		DD									DD															
Sylvisorex akaibei	DD																									
Sylvisorex camerunensis	VU	VU								EN																
Sylvisorex corbeti																	DD									
Sylvisorex granti	LC	LC	LR/lc							LC																
Sylvisorex howelli	LC	EN	VU	K			K			VU																
Sylvisorex isabellae		EN	VU							EN																
Sylvisorex johnstoni		LC	LR/lc							LC							LC									
Sylvisorex konganensis	DD	DD								DD																
Sylvisorex lunaris		VU	LR/lc							LC	NT															
Sylvisorex morio	EN	EN	EN							VU																
Sylvisorex ollula																	LC									
Sylvisorex oriundus	DD	DD	VU							DD																
Sylvisorex pluvialis	DD	DD								DD																
Sylvisorex silvanorum	DD																									
Sylvisorex vulcanorum		NT	LR/lc	K						LC	LC															
Symphalangus syndactylus		EN	LR/nt									LR/nt														
Synaptomys borealis		LC	LR/lc														LC									
Synaptomys cooperi	LC	LC	LR/lc																							
Syncerus caffer		LC	LR/cd								NT															
Syntheosciurus brochus		NT	LR/nt	K			K	K			DD															
Tachyglossus aculeatus	LC	LC	LR/lc																							
Tachyoryctes macrocephalus	EN	EN	LR/lc							VU																
Tachyoryctes splendens		LC	LR/lc							LC							LC									
Tadarida aegyptiaca		LC	LR/lc							LC							LC									
Tadarida brasiliensis		LC	LR/nt		LC																					
Tadarida fulminans		LC	LR/nt							LC							LC									
Tadarida insignis		DD																								
Tadarida latouchei		DD										DD														
Tadarida lobata		LC	VU							DD							LC									
Tadarida teniotis	LC	LC	LR/lc																							
Tadarida ventralis		DD	LR/nt							NT																
Taeromys arcuatus	LC	DD	VU																							
Taeromys callitrichus		DD	LR/lc														DD									
Taeromys celebensis	LC	LC	LR/lc																							
Taeromys hamatus		DD	VU														DD									
Taeromys microbullatus		DD															DD									
Taeromys punicans		DD	LR/nt														DD									
Taeromys taerae	VU	DD	LR/lc																							
Talpa altaica		LC	LR/lc														LC									
Talpa caeca	LC	LC	LR/lc																							
Talpa caucasica	LC	LC	LR/lc																							
Talpa davidiana		DD															DD									
Talpa europaea		LC	LR/lc														LC									
Talpa levantis	LC	LC	LR/lc																							
Talpa occidentalis	LC	LC	LR/lc																							
Talpa romana	LC	LC	LR/lc																							
Talpa stankovici	LC	LC	LR/lc																							
Tamandua mexicana		LC	LR/lc											LC						LC						LC
Tamandua tetradactyla		LC	LR/lc											LC						LC						LC
Tamias striatus	LC	LC	LR/lc																							
Tamiasciurus douglasii	LC	LC	LR/lc																							
Tamiasciurus hudsonicus	LC	LC	LR/lc																							
Tamiasciurus mearnsi		EN	LR/lc																EN							
Tamiops macclellandii		LC	LR/lc														LC									
Tamiops maritimus		LC	LR/lc														LC									
Tamiops rodolphii		LC	LR/lc														LC									
Tamiops swinhoei		LC	LR/lc														LC									
Tanyuromys aphrastus		DD	CR																							
Tapecomys primus		LC															LC									
Taphozous achates	DD	DD	VU																							
Taphozous australis		NT	LR/nt																							
Taphozous georgianus		LC	LR/lc														LC									
Taphozous hamiltoni		DD	VU							NT	DD															
Taphozous hildegardeae		VU	VU							VU																
Taphozous hilli		LC	LR/lc																							
Taphozous kapalgensis		LC	VU														LC									
Taphozous longimanus		LC	LR/lc								LC															
Taphozous mauritianus		LC	LR/lc							LC							LC									
Taphozous melanopogon		LC	LR/lc																							
Taphozous nudiventris		LC	LR/lc							LC							LC									
Taphozous perforatus		LC	LR/lc							LC							LC									
Taphozous theobaldi		LC	LR/lc																							
Taphozous troughtoni		LC	CR														LC									
Tapirus bairdii	EN	EN	VU	V		EN	V	V	V												V					
Tapirus indicus	EN	EN	VU	E		EN	E	E	E									VU								
Tapirus pinchaque	EN	EN	EN	E		EN	V	V	V			EN									V					
Tapirus terrestris		VU	LR/nt			VU					VU															
