species	current_status
Mosia nigrescens	LC
Mungos gambianus	LC
Mungos mungo	LC
Mungotictis decemlineata	EN
Muntiacus atherodes	NT
Muntiacus crinifrons	VU
Muntiacus feae	DD
Muntiacus gongshanensis	DD
Muntiacus montanus	DD
Muntiacus muntjak	LC
Muntiacus puhoatensis	DD
Muntiacus putaoensis	DD
Muntiacus reevesi	LC
Muntiacus rooseveltorum	DD
Muntiacus truongsonensis	DD
Muntiacus vaginalis	LC
Muntiacus vuquangensis	CR
Murexia habbema	LC
Murexia longicaudata	LC
Murexia melanurus	LC
Murexia naso	LC
Murexia rothschildi	NT
Muriculus imberbis	LC
Murina aenea	VU
Murina aurata	LC
Murina balaensis	CR
Murina bicolor	LC
Murina cyclotis	LC
Murina florium	LC
Murina fusca	DD
Murina gracilis	LC
Murina harrisoni	LC
Murina hilgendorfi	LC
Murina huttoni	LC
Murina jaintiana	DD
Murina leucogaster	LC
Murina pluvialis	DD
Murina puta	NT
Murina recondita	LC
Murina rozendaali	VU
Murina ryukyuana	EN
Murina suilla	LC
Murina tenebrosa	CR
Murina tubinaris	LC
Murina ussuriensis	LC
Mus baoulei	LC
Mus booduga	LC
Mus bufo	LC
Mus callewaerti	DD
Mus caroli	LC
Mus cervicolor	LC
Mus cookii	LC
Mus crociduroides	DD
Mus cypriacus	LC
Mus famulus	EN
Mus fernandoni	EN
Mus fragilicauda	LC
Mus goundae	DD
Mus haussa	LC
Mus indutus	LC
Mus macedonicus	LC
Mus mahomet	LC
Mus mattheyi	LC
Mus mayori	VU
Mus minutoides	LC
Mus musculoides	LC
Mus musculus	LC
Mus neavei	DD
Mus oubanguii	DD
Mus pahari	LC
Mus phillipsi	LC
Mus platythrix	LC
Mus saxicola	LC
Mus setulosus	LC
Mus setzeri	LC
Mus shortridgei	LC
Mus sorella	LC
Mus spicilegus	LC
Mus spretus	LC
Mus tenellus	LC
Mus terricolor	LC
Mus triton	LC
Mus vulcani	LC
Muscardinus avellanarius	LC
Musonycteris harrisoni	VU
Musseromys anacuao	DD
Musseromys beneficus	DD
Musseromys gulantang	DD
Musseromys inopinatus	DD
Mustela africana	LC
Mustela altaica	NT
Mustela erminea	LC
Mustela eversmanii	LC
Mustela felipei	VU
Mustela frenata	LC
Mustela itatsi	NT
Mustela kathiah	LC
Mustela lutreola	CR
Mustela lutreolina	LC
Mustela nigripes	EN
Mustela nivalis	LC
Mustela nudipes	LC
Mustela putorius	LC
Mustela russelliana	DD
Mustela sibirica	LC
Mustela strigidorsa	LC
Mustela subpalmata	LC
Mustela tonkinensis	DD
Mydaus javanensis	LC
Mydaus marchei	LC
Mylomys dybowskii	LC
Mylomys rex	DD
Myocastor coypus	LC
Myodes andersoni	LC
Myodes californicus	LC
Myodes centralis	LC
Myodes gapperi	LC
Myodes glareolus	LC
Myodes regulus	LC
Myodes rex	LC
Myodes rufocanus	LC
Myodes rutilus	LC
Myodes shanseius	LC
Myodes smithii	LC
Myoictis leucura	DD
Myoictis melas	LC
Myoictis wallacei	LC
Myoictis wavicus	DD
Myomimus personatus	DD
Myomimus roachi	VU
Myomimus setzeri	DD
Myomyscus angolensis	LC
Myomyscus brockmani	LC
Myomyscus verreauxii	LC
Myomyscus yemeni	DD
Myonycteris brachycephala	EN
Myonycteris leptodon	LC
Myonycteris relicta	LC
Myonycteris torquata	LC
Myoprocta acouchy	LC
Myoprocta pratti	LC
Myopterus daubentonii	DD
Myopterus whitleyi	LC
Myopus schisticolor	LC
Myosciurus pumilio	LC
Myosorex babaulti	LC
Myosorex blarina	EN
Myosorex bururiensis	VU
Myosorex cafer	LC
Myosorex eisentrauti	CR
Myosorex geata	EN
Myosorex gnoskei	EN
Myosorex jejei	VU
Myosorex kabogoensis	DD
Myosorex kihaulei	EN
Myosorex longicaudatus	VU
Myosorex okuensis	VU
Myosorex rumpii	EN
Myosorex schalleri	DD
Myosorex sclateri	NT
Myosorex tenuis	DD
Myosorex varius	LC
Myosorex zinki	LC
Myospalax aspalax	LC
Myospalax myospalax	LC
Myospalax psilurus	LC
Myotis adversus	LC
Myotis aelleni	DD
Myotis albescens	LC
Myotis alcathoe	DD
Myotis altarium	LC
Myotis anjouanensis	DD
Myotis annamiticus	DD
Myotis annectans	LC
Myotis atacamensis	EN
Myotis ater	LC
Myotis aurascens	LC
Myotis auriculus	LC
Myotis australis	DD
Myotis austroriparius	LC
Myotis bechsteinii	NT
Myotis blythii	LC
Myotis bocagii	LC
Myotis bombinus	NT
Myotis borneoensis	DD
Myotis brandtii	LC
Myotis bucharensis	DD
Myotis californicus	LC
Myotis capaccinii	VU
Myotis chiloensis	LC
Myotis chinensis	LC
Myotis ciliolabrum	LC
Myotis cobanensis	DD
Myotis csorbai	DD
Myotis dasycneme	NT
Myotis daubentonii	LC
Myotis davidii	LC
Myotis dieteri	DD
Myotis diminutus	DD
Myotis dinellii	LC
Myotis dominicensis	VU
Myotis elegans	LC
Myotis emarginatus	LC
Myotis escalerai	LC
Myotis evotis	LC
Myotis federatus	DD
Myotis fimbriatus	LC
Myotis findleyi	EN
Myotis formosus	LC
Myotis fortidens	LC
Myotis frater	DD
Myotis gomantongensis	LC
Myotis goudoti	LC
Myotis grisescens	VU
Myotis hajastanicus	CR
Myotis hasseltii	LC
Myotis hermani	DD
Myotis horsfieldii	LC
Myotis ikonnikovi	LC
Myotis insularum	DD
Myotis izecksohni	DD
Myotis keaysi	LC
Myotis keenii	LC
Myotis laniger	LC
Myotis lavali	LC
Myotis leibii	EN
Myotis levis	LC
Myotis longipes	DD
Myotis lucifugus	EN
Myotis macrodactylus	LC
Myotis macropus	LC
Myotis macrotarsus	NT
Myotis martiniquensis	NT
Myotis melanorhinus	LC
Myotis moluccarum	LC
Myotis montivagus	LC
Myotis morrisi	DD
Myotis muricola	LC
Myotis myotis	LC
Myotis mystacinus	LC
Myotis nattereri	LC
Myotis nesopolus	LC
Myotis nigricans	LC
Myotis nipalensis	LC
Myotis nyctor	VU
Myotis occultus	LC
Myotis oreias	DD
Myotis oxyotus	LC
Myotis peninsularis	EN
Myotis pequinius	LC
Myotis peytoni	DD
Myotis pilosus	NT
Myotis planiceps	EN
Myotis pruinosus	EN
Myotis punicus	DD
Myotis ridleyi	NT
Myotis riparius	LC
Myotis rosseti	LC
Myotis ruber	NT
Myotis rufopictus	DD
Myotis schaubi	DD
Myotis scotti	VU
Myotis secundus	LC
Myotis septentrionalis	NT
Myotis sicarius	VU
Myotis siligorensis	LC
Myotis simus	DD
Myotis sodalis	NT
Myotis soror	DD
Myotis stalkeri	DD
Myotis thysanodes	LC
Myotis tricolor	LC
Myotis velifer	LC
Myotis vivesi	VU
Myotis volans	LC
Myotis welwitschii	LC
Myotis yanbarensis	CR
Myotis yumanensis	LC
Myrmecobius fasciatus	EN
Myrmecophaga tridactyla	VU
Mysateles melanurus	VU
Mysateles prehensilis	NT
Mystacina robusta	CR
Mystacina tuberculata	VU
Mystromys albicaudatus	VU
Myzopoda aurita	LC
Myzopoda schliemanni	LC
Naemorhedus baileyi	VU
Naemorhedus caudatus	VU
Naemorhedus goral	NT
Naemorhedus griseus	VU
Nandinia binotata	LC
Nanger dama	CR
Nanger granti	LC
Nanger soemmerringii	VU
Nannosciurus melanotis	LC
Nannospalax ehrenbergi	DD
Nannospalax leucodon	DD
Nannospalax xanthodon	DD
Nanonycteris veldkampii	LC
Napaeozapus insignis	LC
Nasalis larvatus	EN
Nasua narica	LC
Nasua nasua	LC
Nasuella meridensis	EN
Nasuella olivacea	NT
Natalus espiritosantensis	NT
Natalus jamaicensis	CR
Natalus major	NT
Natalus mexicanus	LC
Natalus primus	VU
Natalus stramineus	LC
Natalus tumidirostris	LC
Neacomys dubosti	LC
Neacomys guianae	LC
Neacomys minutus	LC
Neacomys musseri	LC
Neacomys paracou	LC
Neacomys pictus	DD
Neacomys spinosus	LC
Neacomys tenuipes	LC
Neamblysomus gunningi	EN
Neamblysomus julianae	EN
Neamblysomus julianae	EN
Necromys amoenus	LC
Necromys benefactus	LC
Necromys lactens	LC
Necromys lasiurus	LC
Necromys lenguarum	LC
Necromys obscurus	NT
Necromys punctulatus	DD
Necromys temchuki	LC
Necromys urichi	LC
Nectogale elegans	LC
Nectomys apicalis	LC
Nectomys grandis	DD
Nectomys palmipes	LC
Nectomys rattus	LC
Nectomys squamipes	LC
Nelsonia goldmani	EN
Nelsonia neotomodon	NT
Neodon forresti	DD
Neodon irene	LC
Neodon juldaschi	LC
Neodon linzhiensis	DD
Neodon sikimensis	LC
Neofelis diardi	VU
Neofelis nebulosa	VU
Neofiber alleni	LC
Neohylomys hainanensis	EN
Neomicroxus bogotensis	LC
Neomicroxus latebricola	EN
Neomonachus schauinslandi	EN
Neomys anomalus	LC
Neomys fodiens	LC
Neomys teres	LC
Neonycteris pusilla	DD
Neophascogale lorentzii	LC
Neophoca cinerea	EN
Neophocaena asiaeorientalis	EN
Neophocaena phocaenoides	VU
Neopteryx frosti	EN
Neoromicia brunnea	NT
Neoromicia capensis	LC
Neoromicia flavescens	DD
Neoromicia guineensis	LC
Neoromicia helios	DD
Neoromicia isabella	DD
Neoromicia malagasyensis	VU
Neoromicia matroka	LC
Neoromicia melckorum	DD
Neoromicia nana	LC
Neoromicia rendalli	LC
Neoromicia robertsi	DD
Neoromicia roseveari	EN
Neoromicia somalica	LC
Neoromicia tenuipinnis	LC
Neoromicia zuluensis	LC
Neotamias alpinus	LC
Neotamias amoenus	LC
Neotamias bulleri	VU
Neotamias canipes	LC
Neotamias cinereicollis	LC
Neotamias dorsalis	LC
Neotamias durangae	LC
Neotamias merriami	LC
Neotamias minimus	LC
Neotamias obscurus	LC
Neotamias ochrogenys	LC
Neotamias palmeri	EN
Neotamias panamintinus	LC
Neotamias quadrimaculatus	LC
Neotamias quadrivittatus	LC
Neotamias ruficaudus	LC
Neotamias rufus	LC
Neotamias senex	LC
Neotamias siskiyou	LC
Neotamias sonomae	LC
Neotamias speciosus	LC
Neotamias townsendii	LC
Neotamias umbrinus	LC
Neotetracus sinensis	LC
Neotoma albigula	LC
Neotoma angustapalata	EN
Neotoma bryanti	LC
Neotoma chrysomelas	LC
Neotoma cinerea	LC
Neotoma devia	LC
Neotoma floridana	LC
Neotoma fuscipes	LC
Neotoma goldmani	LC
Neotoma insularis	DD
Neotoma lepida	LC
Neotoma leucodon	LC
Neotoma macrotis	LC
Neotoma magister	NT
Neotoma mexicana	LC
Neotoma micropus	LC
Neotoma nelsoni	CR
Neotoma palatina	VU
Neotoma phenax	NT
Neotoma stephensi	LC
Neotomodon alstoni	LC
Neotomys ebriosus	LC
Neotragus batesi	LC
Neotragus pygmaeus	LC
Neovison vison	LC
Nephelomys albigularis	LC
Nephelomys auriventer	LC
Nephelomys caracolus	LC
Nephelomys devius	LC
Nephelomys keaysi	LC
Nephelomys levipes	LC
Nephelomys meridensis	LC
Nesokia bunnii	EN
Nesokia indica	LC
Nesolagus netscheri	DD
Nesolagus timminsi	EN
Nesomys audeberti	LC
Nesomys lambertoni	EN
Nesomys rufus	LC
Nesoromys ceramicus	EN
Nesoryzomys fernandinae	VU
Nesoryzomys narboroughi	VU
Nesoryzomys swarthi	VU
Nesotragus moschatus	LC
Neurotrichus gibbsii	LC
Neusticomys ferreirai	DD
Neusticomys monticolus	LC
Neusticomys mussoi	VU
Neusticomys oyapocki	DD
Neusticomys peruviensis	LC
Neusticomys venezuelae	VU
Nilgiritragus hylocrius	EN
Nilopegamys plumbeus	CR
Ningaui ridei	LC
Ningaui timealeyi	LC
Ningaui yvonneae	LC
Niviventer andersoni	LC
Niviventer brahma	LC
Niviventer cameroni	VU
Niviventer confucianus	LC
Niviventer coninga	LC
Niviventer cremoriventer	LC
Niviventer culturatus	LC
Niviventer eha	LC
Niviventer excelsior	LC
Niviventer fraternus	LC
Niviventer fulvescens	LC
Niviventer hinpoon	EN
Niviventer langbianis	LC
Niviventer lepturus	LC
Niviventer niviventer	LC
Niviventer rapit	LC
Niviventer tenaster	LC
Noctilio albiventris	LC
Noctilio leporinus	LC
Nomascus concolor	CR
Nomascus gabriellae	EN
Nomascus hainanus	CR
Nomascus leucogenys	CR
Nomascus nasutus	CR
Nomascus siki	EN
Notiomys edwardsii	LC
Notiosorex cockrumi	LC
Notiosorex crawfordi	LC
Notiosorex evotis	LC
Notiosorex villai	VU
Notocitellus adocetus	LC
Notocitellus annulatus	LC
Notomys alexis	LC
Notomys aquilo	EN
Notomys cervinus	NT
Notomys fuscus	VU
Notomys mitchellii	LC
Notopteris macdonaldi	VU
Notopteris neocaledonica	VU
Notoryctes caurinus	LC
Notoryctes typhlops	LC
Nyctalus aviator	NT
Nyctalus azoreum	VU
Nyctalus furvus	VU
Nyctalus lasiopterus	VU
Nyctalus leisleri	LC
Nyctalus montanus	LC
Nyctalus noctula	LC
Nyctalus plancyi	LC
Nyctereutes procyonoides	LC
Nycteris arge	LC
Nycteris aurita	LC
Nycteris gambiensis	LC
Nycteris grandis	LC
Nycteris hispida	LC
Nycteris intermedia	LC
Nycteris javanica	VU
Nycteris macrotis	LC
Nycteris madagascariensis	DD
Nycteris major	DD
Nycteris nana	LC
Nycteris parisii	DD
Nycteris thebaica	LC
Nycteris tragata	NT
Nycteris vinsoni	DD
Nycteris woodi	LC
Nycticebus bengalensis	VU
Nycticebus coucang	VU
Nycticebus javanicus	CR
Nycticebus menagensis	VU
Nycticebus pygmaeus	VU
Nycticeinops schlieffeni	LC
Nycticeius aenobarbus	DD
Nycticeius cubanus	NT
Nycticeius humeralis	LC
Nyctiellus lepidus	LC
Nyctimene aello	LC
Nyctimene albiventer	LC
Nyctimene cephalotes	LC
Nyctimene certans	LC
Nyctimene cyclotis	DD
Nyctimene draconilla	DD
Nyctimene keasti	VU
Nyctimene major	LC
Nyctimene malaitensis	LC
Nyctimene masalai	DD
Nyctimene minutus	VU
Nyctimene rabori	EN
Nyctimene robinsoni	LC
Nyctimene sanctacrucis	DD
Nyctimene vizcaccia	LC
Nyctinomops aurispinosus	LC
Nyctinomops femorosaccus	LC
Nyctinomops laticaudatus	LC
Nyctinomops macrotis	LC
Nyctomys sumichrasti	LC
Nyctophilus arnhemensis	LC
Nyctophilus bifax	LC
Nyctophilus geoffroyi	LC
Nyctophilus gouldi	LC
Nyctophilus heran	DD
Nyctophilus howensis	CR
Nyctophilus microdon	DD
Nyctophilus microtis	LC
Nyctophilus nebulosus	CR
Nyctophilus sherrini	DD
Nyctophilus shirleyae	DD
Nyctophilus walkeri	LC
Ochotona alpina	LC
Ochotona argentata	EN
Ochotona cansus	LC
Ochotona collaris	LC
Ochotona coreana	DD
Ochotona curzoniae	LC
Ochotona dauurica	LC
Ochotona erythrotis	LC
Ochotona forresti	LC
Ochotona gloveri	LC
Ochotona hoffmanni	EN
Ochotona hyperborea	LC
Ochotona iliensis	EN
Ochotona koslowi	EN
Ochotona ladacensis	LC
Ochotona macrotis	LC
Ochotona mantchurica	LC
Ochotona nubrica	LC
Ochotona opaca	LC
Ochotona pallasii	LC
Ochotona princeps	LC
Ochotona pusilla	LC
Ochotona roylei	LC
Ochotona rufescens	LC
Ochotona rutila	LC
Ochotona syrinx	LC
Ochotona thibetana	LC
Ochotona thomasi	LC
Ochotona turuchanensis	LC
Ochrotomys nuttalli	LC
Octodon bridgesi	VU
Octodon degus	LC
Octodon lunatus	NT
Octodon pacificus	CR
Octodontomys gliroides	LC
Octomys mimax	LC
Odobenus rosmarus	VU
Odocoileus hemionus	LC
Odocoileus virginianus	LC
Oecomys auyantepui	LC
Oecomys bicolor	LC
Oecomys catherinae	LC
Oecomys cleberi	DD
Oecomys concolor	LC
Oecomys flavicans	LC
Oecomys mamorae	LC
Oecomys paricola	DD
Oecomys phaeotis	LC
Oecomys rex	LC
Oecomys roberti	LC
Oecomys rutilus	LC
Oecomys speciosus	LC
Oecomys superans	LC
Oecomys trinitatis	LC
Oenomys hypoxanthus	LC
Oenomys ornatus	DD
Okapia johnstoni	EN
Olallamys albicauda	DD
Olallamys edax	DD
Oligoryzomys andinus	LC
Oligoryzomys arenalis	LC
Oligoryzomys brendae	DD
Oligoryzomys chacoensis	LC
Oligoryzomys delticola	LC
Oligoryzomys destructor	LC
Oligoryzomys eliurus	LC
Oligoryzomys flavescens	LC
Oligoryzomys fornesi	LC
Oligoryzomys fulvescens	LC
Oligoryzomys griseolus	LC
Oligoryzomys longicaudatus	LC
Oligoryzomys magellanicus	LC
Oligoryzomys microtis	LC
Oligoryzomys moojeni	DD
Oligoryzomys nigripes	LC
Oligoryzomys rupestris	DD
Oligoryzomys stramineus	LC
Oligoryzomys vegetus	LC
Ommatophoca rossii	LC
Ondatra zibethicus	LC
Onychogalea fraenata	VU
Onychogalea unguifera	LC
Onychomys arenicola	LC
Onychomys leucogaster	LC
Onychomys torridus	LC
Orcaella brevirostris	EN
Orcaella brevirostris	EN
Orcaella brevirostris	EN
Orcaella brevirostris	EN
Orcaella brevirostris	EN
Orcaella brevirostris	EN
Orcaella brevirostris	EN
Orcaella heinsohni	VU
Orcinus orca	DD
Oreamnos americanus	LC
Oreoryzomys balneator	DD
Oreotragus oreotragus	LC
Ornithorhynchus anatinus	NT
Orthogeomys cavator	LC
Orthogeomys cuniculus	DD
Orthogeomys grandis	LC
Orthogeomys heterodus	LC
Orthogeomys hispidus	LC
Orthogeomys underwoodi	LC
Orycteropus afer	LC
Oryctolagus cuniculus	NT
Oryx beisa	EN
Oryx gazella	LC
Oryx leucoryx	VU
Oryzomys couesi	LC
Oryzomys dimidiatus	DD
Oryzomys gorgasi	EN
Oryzomys palustris	LC
Oryzorictes hova	LC
Oryzorictes tetradactylus	DD
Osgoodomys banderanus	LC
Otaria byronia	LC
Otocolobus manul	NT
Otocyon megalotis	LC
Otolemur crassicaudatus	LC
Otolemur garnettii	LC
Otomops formosus	DD
Otomops harrisoni	VU
Otomops johnstonei	DD
Otomops madagascariensis	LC
Otomops martiensseni	NT
Otomops papuensis	DD
Otomops secundus	DD
Otomops wroughtoni	DD
Otomys anchietae	LC
Otomys angoniensis	LC
Otomys auratus	NT
Otomys barbouri	EN
Otomys burtoni	EN
Otomys cuanzensis	LC
Otomys dartmouthi	DD
Otomys denti	LC
Otomys irroratus	LC
Otomys karoensis	LC
Otomys lacustris	VU
Otomys laminatus	NT
Otomys occidentalis	VU
Otomys sloggetti	LC
Otomys tropicalis	LC
Otomys typus	LC
Otomys unisulcatus	LC
Otonycteris hemprichii	LC
Otonycteris leucophaea	DD
Otonyctomys hatti	LC
Otopteropus cartilagonodus	LC
Otospermophilus beecheyi	LC
Otospermophilus variegatus	LC
Ototylomys phyllotis	LC
Ourebia ourebi	LC
Ovibos moschatus	LC
Ovis ammon	NT
Ovis canadensis	LC
Ovis dalli	LC
Ovis nivicola	LC
Ovis orientalis	VU
Oxymycterus amazonicus	LC
Oxymycterus angularis	LC
Oxymycterus caparoae	LC
Oxymycterus dasytrichus	LC
Oxymycterus delator	LC
Oxymycterus hiska	LC
Oxymycterus hispidus	LC
Oxymycterus hucucha	EN
Oxymycterus inca	LC
Oxymycterus josei	NT
Oxymycterus nasutus	LC
Oxymycterus paramensis	LC
Oxymycterus quaestor	LC
Oxymycterus roberti	LC
Oxymycterus rufus	LC
Oxymycterus wayku	VU
Ozimops loriae	DD
Ozimops petersi	LC
Ozotoceros bezoarticus	NT
Pachyuromys duprasi	LC
Pagophilus groenlandicus	LC
Paguma larvata	LC
Palawanomys furvus	LC
Pan paniscus	EN
Pan troglodytes	EN
Panthera leo	VU
Panthera leo	VU
Panthera onca	NT
Panthera pardus	VU
Panthera tigris	EN
Panthera uncia	VU
Pantholops hodgsonii	NT
Papagomys armandvillei	NT
Papio anubis	LC
Papio cynocephalus	LC
Papio hamadryas	LC
Papio kindae	LC
Papio papio	NT
Papio ursinus	LC
Pappogeomys bulleri	LC
Paracrocidura graueri	DD
Paracrocidura maxima	LC
Paracrocidura schoutedeni	LC
Paracynictis selousi	LC
Paradipus ctenodactylus	LC
Paradoxurus hermaphroditus	LC
Paradoxurus jerdoni	LC
Paradoxurus zeylonensis	LC
Paraechinus aethiopicus	LC
Paraechinus hypomelas	LC
Paraechinus micropus	LC
Paraechinus nudiventris	LC
Parahyaena brunnea	NT
Parahydromys asper	LC
Paraleptomys rufilatus	EN
Paraleptomys wilhelmina	DD
Paramelomys gressitti	EN
Paramelomys levipes	LC
Paramelomys lorentzii	LC
Paramelomys mollis	LC
Paramelomys moncktoni	LC
Paramelomys naso	LC
Paramelomys platyops	LC
Paramelomys rubex	LC
Paramelomys steini	DD
Parantechinus apicalis	EN
Paranyctimene raptor	LC
Paranyctimene tenax	LC
Parascalops breweri	LC
Parascaptor leucura	LC
Parastrellus hesperus	LC
Paratriaenops auritus	VU
Paratriaenops furculus	LC
Paratriaenops pauliani	DD
Paraxerus alexandri	LC
Paraxerus boehmi	LC
Paraxerus cepapi	LC
Paraxerus cooperi	DD
Paraxerus flavovittis	LC
Paraxerus lucifer	DD
Paraxerus ochraceus	LC
Paraxerus palliatus	LC
Paraxerus poensis	LC
Paraxerus vexillarius	NT
Paraxerus vincenti	EN
Pardofelis marmorata	NT
Paremballonura atrata	LC
Paremballonura tiavato	LC
Parotomys brantsii	LC
Parotomys littledalei	LC
Paruromys dominator	LC
Pattonomys carrikeri	DD
Pattonomys flavidus	DD
Pattonomys occasius	DD
Pattonomys punctatus	DD
Pattonomys semivillosus	LC
Paucidentomys vermidax	DD
Paulamys naso	EN
Pecari tajacu	LC
Pectinator spekei	LC
Pedetes capensis	LC
Pedetes surdaster	LC
Pelea capreolus	NT
Pelomys campanae	LC
Pelomys fallax	LC
Pelomys hopkinsi	DD
Pelomys isseli	NT
Pelomys minor	LC
Pentalagus furnessi	EN
Penthetor lucasi	LC
Peponocephala electra	LC
Perameles bougainville	VU
Perameles gunnii	VU
Perameles nasuta	LC
Perimyotis subflavus	VU
Perodicticus edwardsi	LC
Perodicticus ibeanus	LC
Perodicticus potto	LC
Perognathus alticola	VU
Perognathus amplus	LC
Perognathus fasciatus	LC
Perognathus flavescens	LC
Perognathus flavus	LC
Perognathus inornatus	LC
Perognathus longimembris	LC
Perognathus merriami	LC
Perognathus parvus	LC
Peromyscus attwateri	LC
Peromyscus aztecus	LC
Peromyscus beatae	LC
Peromyscus boylii	LC
Peromyscus bullatus	CR
Peromyscus californicus	LC
Peromyscus caniceps	CR
Peromyscus crinitus	LC
Peromyscus dickeyi	CR
Peromyscus difficilis	LC
Peromyscus eremicus	LC
Peromyscus eva	LC
Peromyscus fraterculus	LC
Peromyscus furvus	DD
Peromyscus gossypinus	LC
Peromyscus grandis	NT
Peromyscus gratus	LC
Peromyscus guardia	CR
Peromyscus guatemalensis	LC
Peromyscus gymnotis	LC
Peromyscus hooperi	LC
Peromyscus hylocetes	LC
Peromyscus interparietalis	CR
Peromyscus keeni	LC
Peromyscus leucopus	LC
Peromyscus levipes	LC
Peromyscus madrensis	EN
Peromyscus maniculatus	LC
Peromyscus mayensis	CR
Peromyscus megalops	LC
Peromyscus mekisturus	CR
Peromyscus melanocarpus	EN
Peromyscus melanophrys	LC
Peromyscus melanotis	LC
Peromyscus melanurus	EN
Peromyscus merriami	LC
Peromyscus mexicanus	LC
Peromyscus nasutus	LC
Peromyscus ochraventer	EN
Peromyscus pectoralis	LC
Peromyscus perfulvus	LC
Peromyscus polionotus	LC
Peromyscus polius	NT
Peromyscus pseudocrinitus	CR
Peromyscus sagax	DD
Peromyscus schmidlyi	LC
Peromyscus sejugis	EN
Peromyscus simulus	VU
Peromyscus slevini	CR
Peromyscus spicilegus	LC
Peromyscus stephani	CR
Peromyscus stirtoni	LC
Peromyscus truei	LC
Peromyscus winkelmanni	EN
Peromyscus yucatanicus	LC
Peromyscus zarhynchus	VU
Peropteryx kappleri	LC
Peropteryx leucoptera	LC
Peropteryx macrotis	LC
Peropteryx pallidoptera	DD
Peropteryx trinitatis	DD
Peroryctes broadbenti	EN
Peroryctes raffrayana	LC
Petaurillus emiliae	DD
Petaurillus hosei	DD
Petaurillus kinlochii	DD
Petaurista alborufus	LC
Petaurista elegans	LC
Petaurista leucogenys	LC
Petaurista magnificus	LC
Petaurista mechukaensis	DD
Petaurista mishmiensis	NT
Petaurista nobilis	NT
Petaurista petaurista	LC
Petaurista philippensis	LC
Petaurista xanthotis	LC
Petauroides volans	VU
Petaurus abidi	CR
Petaurus australis	NT
Petaurus biacensis	LC
Petaurus breviceps	LC
Petaurus gracilis	EN
Petaurus norfolcensis	LC
Petinomys crinitus	LC
Petinomys fuscocapillus	LC
Petinomys genibarbis	VU
Petinomys hageni	DD
Petinomys lugens	VU
Petinomys mindanensis	LC
Petinomys setosus	VU
Petinomys vordermanni	VU
Petrodromus tetradactylus	LC
Petrogale assimilis	LC
Petrogale brachyotis	LC
Petrogale burbidgei	NT
Petrogale coenensis	NT
Petrogale concinna	EN
Petrogale godmani	NT
Petrogale herberti	LC
Petrogale inornata	LC
Petrogale lateralis	VU
Petrogale mareeba	NT
Petrogale penicillata	VU
Petrogale persephone	EN
Petrogale purpureicollis	NT
Petrogale rothschildi	LC
Petrogale sharmani	VU
Petrogale xanthopus	NT
Petromus typicus	LC
Petromyscus barbouri	LC
Petromyscus collinus	LC
Petromyscus monticularis	LC
Petromyscus shortridgei	LC
Petropseudes dahli	LC
Phacochoerus aethiopicus	LC
Phacochoerus africanus	LC
Phaenomys ferrugineus	EN
Phaiomys leucurus	LC
Phalanger alexandrae	EN
Phalanger carmelitae	LC
Phalanger gymnotis	LC
Phalanger intercastellanus	LC
Phalanger lullulae	EN
Phalanger matabiru	VU
Phalanger matanim	CR
Phalanger mimicus	LC
Phalanger orientalis	LC
Phalanger ornatus	LC
Phalanger rothschildi	LC
Phalanger sericeus	LC
Phalanger vestitus	LC
Phaner electromontis	EN
Phaner furcifer	VU
Phaner pallescens	EN
Phaner parienti	EN
Pharotis imogene	CR
Phascogale calura	NT
Phascogale pirata	VU
Phascogale tapoatafa	NT
Phascolarctos cinereus	VU
Phascolosorex doriae	LC
Phascolosorex dorsalis	LC
Phataginus tetradactyla	VU
Phataginus tricuspis	VU
Phenacomys intermedius	LC
Phenacomys ungava	LC
Philander andersoni	LC
Philander deltae	LC
Philander frenatus	LC
Philander mcilhennyi	LC
Philander mondolfii	LC
Philander olrogi	DD
Philander opossum	LC
Philantomba maxwellii	LC
Philantomba monticola	LC
Philantomba walteri	DD
Philetor brachypterus	LC
Phloeomys cumingi	LC
Phloeomys pallidus	LC
Phoca largha	LC
Phoca vitulina	LC
Phocarctos hookeri	EN
Phocoena dioptrica	LC
Phocoena phocoena	LC
Phocoena phocoena	LC
Phocoena sinus	CR
Phocoena spinipinnis	NT
Phocoenoides dalli	LC
Phodopus campbelli	LC
Phodopus roborovskii	LC
Phodopus sungorus	LC
Phoniscus aerosa	DD
Phoniscus atrox	NT
Phoniscus jagorii	LC
Phoniscus papuensis	LC
Phylloderma stenops	LC
Phyllomys blainvillii	LC
Phyllomys brasiliensis	EN
Phyllomys dasythrix	LC
Phyllomys kerri	DD
Phyllomys lamarum	DD
Phyllomys lundi	EN
Phyllomys mantiqueirensis	CR
Phyllomys medius	LC
Phyllomys nigrispinus	LC
Phyllomys pattoni	LC
Phyllomys sulinus	DD
Phyllomys thomasi	EN
Phyllomys unicolor	CR
Phyllonycteris aphylla	CR
Phyllonycteris poeyi	LC
Phyllops falcatus	LC
Phyllostomus discolor	LC
Phyllostomus elongatus	LC
Phyllostomus hastatus	LC
Phyllostomus latifolius	LC
Phyllotis alisosiensis	DD
Phyllotis amicus	LC
Phyllotis andium	LC
Phyllotis anitae	DD
Phyllotis bonariensis	NT
Phyllotis caprinus	LC
Phyllotis darwini	LC
Phyllotis definitus	EN
Phyllotis gerbillus	LC
Phyllotis haggardi	LC
