	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
2190	Hypsugo macrotis								DD								DD				
2191	Hypsugo savii								LC								LC				
2192	Hypsugo vordermanni								DD								DD				
2193	Hystrix africaeaustralis				LC				LC								LC				
2194	Hystrix brachyura								LC								LC				
2195	Hystrix crassispinis								LC								LC				
2196	Hystrix cristata				LC				LC								LC				
2197	Hystrix indica								LC								LC				
2198	Hystrix javanica								LC								LC				
2199	Hystrix pumila								VU										VU		
2200	Hystrix sumatrae								LC								LC				
2201	Ia io								LC												
2202	Ichneumia albicauda								LC							LC					
2203	Ichthyomys hydrobates								NT											LC	
2204	Ichthyomys pittieri								VU											NT	
2205	Ichthyomys stolzmanni								DD											DD	
2206	Ichthyomys tweedii								DD											DD	
2207	Ictidomys mexicanus								LC								LC				
2208	Ictidomys tridecemlineatus								LC								LC				
2209	Ictonyx libycus								LC							LC					
2210	Ictonyx striatus								LC							LC					
2211	Idionycteris phyllotis								LC									LC			
2212	Idiurus macrotis				LC				LC								LC				
2213	Idiurus zenkeri				DD				LC								LC				
2214	Indopacetus pacificus								DD												
2215	Indri indri								EN						CR						
2216	Inia geoffrensis								DD			DD							EN		
2217	Iomys horsfieldii								LC								LC				
2218	Iomys sipora								EN								EN				
2219	Irenomys tarsalis								LC								LC				
2220	Isoodon auratus								VU								VU				
2221	Isoodon macrourus								LC								LC				
2222	Isoodon obesulus								LC								LC				
2223	Isothrix barbarabrownae												DD				DD				
2224	Isothrix bistriata																LC				
2225	Isothrix negrensis								LC								LC				
2226	Isothrix orinoci																DD				
2227	Isothrix pagurus								LC								LC				
2228	Isothrix sinnamariensis			DD					LC								LC				
2229	Isthmomys flavidus								NT											NT	
2230	Isthmomys pirrensis								LC								LC				
2231	Jaculus blanfordi								LC								LC				
2232	Jaculus jaculus				LC				LC								LC				
2233	Jaculus orientalis				LC				LC								LC				
2234	Jaculus thaleri																DD				
2235	Juliomys pictipes								LC								LC				
2236	Juliomys rimofrons								VU											NT	
2237	Juscelinomys huanchacae																	DD			
2238	Kadarsanomys sodyi								VU											EN	
2239	Kannabateomys amblyonyx								LC								LC				
2240	Kerivoula africana				EN				EN												
2241	Kerivoula agnella								DD												
2242	Kerivoula argentata				LC				LC									LC			
2243	Kerivoula cuprosa				NT				DD											DD	
2244	Kerivoula eriophora				DD				DD											DD	
2245	Kerivoula flora								VU												
2246	Kerivoula hardwickii								LC												
2247	Kerivoula intermedia								NT												
2248	Kerivoula kachinensis								LC											LC	
2249	Kerivoula krauensis								DD												
2250	Kerivoula lanosa				LC				LC									LC			
2251	Kerivoula lenis								LC											LC	
2252	Kerivoula minuta								NT												
2253	Kerivoula muscina								LC									LC			
2254	Kerivoula myrella								DD												
2255	Kerivoula papillosa								LC												
2256	Kerivoula pellucida								NT												
2257	Kerivoula phalaena				NT				LC									LC			
2258	Kerivoula picta								LC												
2259	Kerivoula smithii				LC				LC									LC			
2260	Kerivoula titania								LC											LC	
2261	Kerivoula whiteheadi								LC											LC	
2262	Kerodon acrobata								DD								DD				
2263	Kerodon rupestris								LC								LC				
2264	Kobus ellipsiprymnus								LC								LC				
2265	Kobus kob								LC								LC				
2266	Kobus leche								LC									NT			
2267	Kobus megaceros								EN									EN			
2268	Kobus vardonii								NT								NT				
2269	Kogia breviceps								DD				DD								
2270	Kogia sima								DD				DD								
2271	Komodomys rintjanus								VU								VU				
2272	Kunsia tomentosus								LC								LC				
2273	Laephotis angolensis				NT				DD											DD	
2274	Laephotis botswanae				LC				LC									LC			
2275	Laephotis namibensis				LC				LC									LC			
2276	Laephotis wintoni				LC				LC									LC			
2277	Lagenodelphis hosei								LC				LC						LC		
2278	Lagenorhynchus acutus								LC											LC	
2279	Lagenorhynchus albirostris								LC				LC						LC		
2280	Lagenorhynchus australis								DD											LC	
2281	Lagenorhynchus cruciger								LC										LC		
2282	Lagenorhynchus obliquidens								LC				LC						LC		
2283	Lagenorhynchus obscurus								DD											LC	
2284	Lagidium ahuacaense																DD				
2285	Lagidium viscacia								LC								LC				
2286	Lagidium wolffsohni								DD					DD			DD				
2287	Lagorchestes conspicillatus								LC								LC				
2288	Lagorchestes hirsutus								VU								VU				
2289	Lagostomus maximus								LC					LC			LC				
2290	Lagostrophus fasciatus								EN								VU				
2291	Lagothrix cana			NT					EN												
2292	Lagothrix flavicauda								CR											CR	
2293	Lagothrix lagothricha								VU												
2294	Lagothrix lugens			VU					CR												
2295	Lagothrix poeppigii			NT					VU												
2296	Lagurus lagurus								LC								LC				
2297	Lama guanicoe								LC								LC				
2298	Lamottemys okuensis				EN				EN								EN				
2299	Lampronycteris brachyotis								LC										LC		
2300	Laonastes aenigmamus								EN								LC				
2301	Lariscus hosei								NT											LC	
2302	Lariscus insignis								LC								LC				
2303	Lariscus niobe								DD								DD				
2304	Lariscus obscurus								NT									NT			
2305	Lasionycteris noctivagans								LC											LC	
2306	Lasiopodomys brandtii								LC								LC				
2307	Lasiopodomys fuscus								LC											LC	
2308	Lasiopodomys mandarinus								LC								LC				
2309	Lasiorhinus krefftii								CR								CR				
2310	Lasiorhinus latifrons								LC								NT				
2311	Lasiurus atratus								LC											LC	
2312	Lasiurus blossevillii																LC				
2313	Lasiurus borealis								LC								LC				
2314	Lasiurus castaneus								DD								DD				
2315	Lasiurus cinereus								LC								LC				
2316	Lasiurus degelidus								VU								VU				
2317	Lasiurus ebenus								DD								DD				
2318	Lasiurus ega								LC								LC				
2319	Lasiurus egregius								DD								DD				
2320	Lasiurus insularis								VU								VU				
2321	Lasiurus intermedius								LC								LC				
2322	Lasiurus minor								VU								VU				
2323	Lasiurus pfeifferi								NT										NT		
2324	Lasiurus salinae																	DD			
2325	Lasiurus seminolus								LC											LC	
2326	Lasiurus varius								LC										LC		
2327	Lasiurus xanthinus								LC									LC			
2328	Latidens salimalii				EN				EN												
2329	Lavia frons				LC				LC									LC			
2330	Leggadina forresti								LC								LC				
2331	Leggadina lakedownensis								LC								LC				
2332	Leimacomys buettneri		DD		DD				DD								DD				
2333	Lemmiscus curtatus								LC								LC				
2334	Lemmus amurensis								LC								LC				
2335	Lemmus lemmus								LC								LC				
2336	Lemmus portenkoi								DD											DD	
2337	Lemmus sibiricus								LC								LC				
2338	Lemmus trimucronatus								LC								LC				
2339	Lemniscomys barbarus		LC		LC				LC								LC				
2340	Lemniscomys bellieri		DD		LC				LC								LC				
2341	Lemniscomys griselda				LC				LC								LC				
2342	Lemniscomys hoogstraali		DD		DD				DD								DD				
2343	Lemniscomys linulus		DD		DD				LC								LC				
2344	Lemniscomys macculus				LC				LC								LC				
2345	Lemniscomys mittendorfi				DD				VU											LC	
2346	Lemniscomys rosalia				LC				LC								LC				
2347	Lemniscomys roseveari				DD				DD								DD				
2348	Lemniscomys striatus				LC				LC								LC				
2349	Lemniscomys zebra		LC		LC				LC								LC				
2350	Lemur catta								NT						EN						
2351	Lenomys meyeri								LC								LC				
2352	Lenothrix canus								LC								LC			LC	
2353	Lenoxus apicalis								LC								LC				
2354	Leontocebus cruzlimai			DD					LC												
2355	Leontocebus fuscus			LC					LC												
2356	Leontocebus illigeri			LC					LC												
2357	Leontocebus lagonotus			LC					LC												
2358	Leontocebus leucogenys			LC					LC												
2359	Leontocebus nigricollis			LC					LC												
2360	Leontocebus tripartitus			LC					NT												
2361	Leontopithecus caissara			CR					CR												
2362	Leontopithecus chrysomelas			EN					EN												
2363	Leontopithecus chrysopygus			CR					EN												
2364	Leontopithecus rosalia			EN					EN											EN	
2365	Leopardus colocolo		NT						NT							NT	NT				
2366	Leopardus geoffroyi		NT						NT							LC					
2367	Leopardus guigna		VU						VU							VU					
2368	Leopardus guttulus																VU				
2369	Leopardus jacobita		EN						EN								EN				
2370	Leopardus pardalis		LC						LC							LC					
2371	Leopardus tigrinus																VU				
2372	Leopardus wiedii		LC						NT							NT					
2373	Leopoldamys ciliatus								LC								LC				
2374	Leopoldamys diwangkarai																DD				
2375	Leopoldamys edwardsi								LC								LC				
2376	Leopoldamys milleti								LC								LC				
2377	Leopoldamys neilli								DD								LC				
2378	Leopoldamys sabanus								LC								LC				
2379	Leopoldamys siporanus								EN								VU				
2380	Lepilemur aeeclis								DD						VU						
2381	Lepilemur ahmansonori								DD						EN						
2382	Lepilemur ankaranensis								EN						EN						
2383	Lepilemur betsileo								DD						EN						
2384	Lepilemur dorsalis								DD						VU						
2385	Lepilemur edwardsi								VU						EN						
2386	Lepilemur fleuretae								DD						CR						
2387	Lepilemur grewcockorum								DD						EN						
2388	Lepilemur hollandorum														EN						
2389	Lepilemur hubbardorum								DD						EN						
2390	Lepilemur jamesorum								DD						CR						
2391	Lepilemur leucopus								DD						EN						
2392	Lepilemur microdon								DD						EN						
2393	Lepilemur milanoii								DD						EN						
2394	Lepilemur mittermeieri								DD						EN						
2395	Lepilemur mustelinus								DD						NT						
2396	Lepilemur otto								DD						EN						
2397	Lepilemur petteri								DD						VU						
2398	Lepilemur randrianasoloi								DD						EN						
2399	Lepilemur ruficaudatus								DD						VU						
2400	Lepilemur sahamalaza								DD						CR						
2401	Lepilemur scottorum														EN						
2402	Lepilemur seali								DD						VU						
2403	Lepilemur septentrionalis								CR						CR						
2404	Lepilemur tymerlachsoni								DD						CR						
2405	Lepilemur wrightae								DD						EN						
2406	Leporillus conditor								VU								NT				
2407	Leptailurus serval		LC						LC							LC					
2408	Leptomys arfakensis																			DD	
2409	Leptomys elegans								LC								LC				
2410	Leptomys ernstmayri								LC								LC				
2411	Leptomys paulus																			DD	
2412	Leptomys signatus								LC								LC				
2413	Leptonychotes weddellii								LC							LC					
2414	Leptonycteris curasoae								VU							VU					
2415	Leptonycteris nivalis								EN								EN				
2416	Leptonycteris yerbabuenae								VU								NT				
2417	Lepus alleni								LC											LC	
2418	Lepus americanus								LC											LC	
2419	Lepus arcticus								LC											LC	
2420	Lepus brachyurus								LC											LC	
2421	Lepus californicus								LC											LC	
2422	Lepus callotis								NT											VU	
2423	Lepus capensis								LC											LC	
2424	Lepus castroviejoi								VU											VU	
2425	Lepus comus								LC											LC	
2426	Lepus coreanus								LC											LC	
2427	Lepus corsicanus								VU											VU	
2428	Lepus europaeus								LC											LC	
2429	Lepus fagani								DD											LC	
2430	Lepus flavigularis								EN											EN	
2431	Lepus granatensis								LC											LC	
2432	Lepus habessinicus								LC											LC	
2433	Lepus hainanus								VU								EN				
2434	Lepus insularis								NT											VU	
2435	Lepus mandshuricus								LC											LC	
2436	Lepus nigricollis								LC											LC	
2437	Lepus oiostolus								LC											LC	
2438	Lepus othus								LC											LC	
2439	Lepus peguensis								LC											LC	
2440	Lepus saxatilis								LC											LC	
2441	Lepus sinensis								LC											LC	
2442	Lepus starcki								LC											LC	
2443	Lepus tibetanus								LC											LC	
2444	Lepus timidus								LC											LC	
2445	Lepus tolai								LC											LC	
2446	Lepus townsendii								LC											LC	
2447	Lepus victoriae								LC											LC	
2448	Lepus yarkandensis								NT								NT				
2449	Lestodelphys halli								LC							LC					
2450	Lestoros inca								LC								LC				
2451	Liberiictis kuhni								VU				VU				VU				
2452	Lichonycteris degener																			LC	
2453	Lichonycteris obscura																		LC		
2454	Limnogale mergulus						VU		VU							VU	VU				
2455	Limnomys bryophilus								LC									LC			
2456	Limnomys sibuanus								LC								LC				
2457	Lionycteris spurrelli								LC										LC		
