	species	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021
4476	Pseudomys novaehollandiae								VU								VU					
4477	Pseudomys occidentalis								LC											NT		
4478	Pseudomys oralis								VU								VU					
4479	Pseudomys patrius								LC								LC					
4480	Pseudomys pilligaensis								DD								DD					
4481	Pseudomys shortridgei								NT								NT					
4482	Pseudorca crassidens								DD										NT			
4483	Pseudoryx nghetinhensis			EN			CR	CR	CR								CR				CR	
4484	Pseudoryzomys simplex								LC								LC					
4485	Ptenochirus jagori								LC													
4486	Ptenochirus minor								LC													
4487	Pteralopex anceps								EN									EN				
4488	Pteralopex atrata								EN									EN				
4489	Pteralopex flanneryi								CR									CR				
4490	Pteralopex taki								EN									VU				
4491	Pteromys momonga								LC								LC					
4492	Pteromys volans								LC								LC					
4493	Pteromyscus pulverulentus								EN								EN					
4494	Pteronotus davyi								LC											LC		
4495	Pteronotus gymnonotus								LC											LC		
4496	Pteronotus macleayii								LC											LC		
4497	Pteronotus mesoamericanus																LC					
4498	Pteronotus paraguanensis								CR								EN					
4499	Pteronotus parnellii																LC					
4500	Pteronotus personatus								LC								LC					
4501	Pteronotus quadridens								LC								LC					
4502	Pteronotus rubiginosus																LC					
4503	Pteronura brasiliensis				EN				EN							EN						
4504	Pteropus admiralitatum								LC													
4505	Pteropus aldabrensis				CR				VU													
4506	Pteropus alecto								LC									LC				
4507	Pteropus anetianus								VU													
4508	Pteropus caniceps								NT								VU					
4509	Pteropus capistratus								EN		NT											
4510	Pteropus chrysoproctus																VU					
4511	Pteropus cognatus								EN									VU				
4512	Pteropus conspicillatus								LC													
4513	Pteropus dasymallus								NT									VU				
4514	Pteropus faunulus				EN				VU											EN		
4515	Pteropus fundatus								EN													
4516	Pteropus giganteus								LC													
4517	Pteropus gilliardorum								DD													
4518	Pteropus griseus								DD													
4519	Pteropus howensis								DD													
4520	Pteropus hypomelanus								LC													
4521	Pteropus intermedius								DD													
4522	Pteropus keyensis								DD								DD					
4523	Pteropus leucopterus								LC													
4524	Pteropus livingstonii				CR				EN								CR					
4525	Pteropus lombocensis								DD								DD					
4526	Pteropus loochoensis						DD		DD													
4527	Pteropus lylei								VU													
4528	Pteropus macrotis								LC													
4529	Pteropus mahaganus								VU									LC				
4530	Pteropus mariannus								EN													
4531	Pteropus melanopogon								EN								EN					
4532	Pteropus melanotus								VU													
4533	Pteropus molossinus								VU													
4534	Pteropus neohibernicus								LC													
4535	Pteropus niger								EN					VU					EN			
4536	Pteropus nitendiensis								EN													
4537	Pteropus ocularis								VU								VU					
4538	Pteropus ornatus								VU													
4539	Pteropus personatus								LC								LC					
4540	Pteropus pohlei								EN								VU					
4541	Pteropus poliocephalus								VU													
4542	Pteropus pselaphon								CR									EN				
4543	Pteropus pumilus								NT													
4544	Pteropus rayneri								NT									NT				
4545	Pteropus rennelli								VU									EN				
4546	Pteropus rodricensis				CR				CR									EN				
4547	Pteropus rufus				VU				VU								VU					
4548	Pteropus samoensis								NT													
4549	Pteropus scapulatus								LC								LC					
4550	Pteropus seychellensis				LC				LC									LC				
4551	Pteropus speciosus								DD													
4552	Pteropus temminckii								VU								VU					
4553	Pteropus tonganus								LC													
4554	Pteropus ualanus								VU													
4555	Pteropus vampyrus								NT													
4556	Pteropus vetulus								VU													
4557	Pteropus voeltzkowi				VU				VU								VU					
4558	Pteropus woodfordi								VU									LC				
4559	Ptilocercus lowii								LC								LC					
4560	Pudu mephistophiles								VU											DD		
4561	Pudu puda								VU								NT					
4562	Puma concolor		NT						LC							LC						
4563	Punomys kofordi								VU													
4564	Punomys lemminus								VU										VU			
4565	Pusa caspica								EN								EN					
4566	Pusa hispida								LC								LC					
4567	Pusa sibirica								LC								LC					
4568	Pygathrix cinerea			EN					CR													
4569	Pygathrix nemaeus								EN													
4570	Pygathrix nigripes								EN													
4571	Pygeretmus platyurus								LC								LC					
4572	Pygeretmus pumilio								LC								LC					
4573	Pygeretmus zhitkovi								NT													
4574	Pygoderma bilabiatum								LC							LC						
4575	Rangifer tarandus								LC								VU					
4576	Raphicerus campestris								LC								LC					
4577	Raphicerus melanotis								LC									LC				
4578	Raphicerus sharpei								LC								LC					
4579	Rattus adustus								DD									DD				
4580	Rattus andamanensis								LC								LC					
4581	Rattus annandalei								LC								LC					
4582	Rattus arfakiensis								DD								DD					
4583	Rattus argentiventer								LC								LC					
4584	Rattus arrogans								LC								LC					
4585	Rattus baluensis								LC								LC					
4586	Rattus blangorum								DD									DD				
4587	Rattus bontanus								DD								DD					
4588	Rattus burrus								EN								EN					
4589	Rattus colletti								LC								LC					
4590	Rattus detentus																			DD	DD	
4591	Rattus elaphinus								NT									NT				
4592	Rattus enganus								DD								DD					
4593	Rattus everetti								LC								LC					
4594	Rattus exulans								LC								LC					
4595	Rattus feliceus								NT									NT				
4596	Rattus fuscipes								LC								LC					
4597	Rattus giluwensis								DD								LC					
4598	Rattus hainaldi								EN								EN					
4599	Rattus hoffmanni								LC								LC					
4600	Rattus hoogerwerfi								VU								VU					
4601	Rattus jobiensis								NT									LC				
4602	Rattus koopmani								DD									DD				
4603	Rattus korinchi								DD											DD		
4604	Rattus leucopus								LC								LC					
4605	Rattus losea								LC								LC					
4606	Rattus lugens								EN								VU					
4607	Rattus lutreolus								LC								LC					
4608	Rattus marmosurus								LC								LC					
4609	Rattus mindorensis								DD									LC				
4610	Rattus mollicomulus								VU											LC		
4611	Rattus montanus								EN											EN		
4612	Rattus mordax								LC								LC					
4613	Rattus morotaiensis								LC								LC					
4614	Rattus nikenii																VU					
4615	Rattus niobe								LC								LC					
4616	Rattus nitidus								LC								LC					
4617	Rattus norvegicus								LC								LC					
4618	Rattus novaeguineae								LC								LC					
4619	Rattus omichlodes								DD									DD				
4620	Rattus osgoodi								LC								LC					
4621	Rattus palmarum								VU								VU					
4622	Rattus pelurus								DD								DD					
4623	Rattus pococki								LC								LC					
4624	Rattus praetor								LC								LC					
4625	Rattus pyctoris								LC								LC					
4626	Rattus ranjiniae								EN								EN					
4627	Rattus rattus								LC							LC	LC					
4628	Rattus richardsoni								VU								VU					
4629	Rattus salocco								DD									DD				
4630	Rattus satarae								VU								VU					
4631	Rattus simalurensis								EN								EN					
4632	Rattus sordidus								LC								LC					
4633	Rattus steini								LC								LC					
4634	Rattus stoicus								VU								VU					
4635	Rattus tanezumi								LC								LC					
4636	Rattus tawitawiensis								DD								DD					
4637	Rattus timorensis								DD									DD				
4638	Rattus tiomanicus								LC								LC					
4639	Rattus tunneyi								LC								LC					
4640	Rattus vandeuseni								EN													
4641	Rattus verecundus								LC								LC					
4642	Rattus villosissimus								LC								LC					
4643	Rattus xanthurus								VU								NT					
4644	Ratufa affinis								NT									NT				
4645	Ratufa bicolor								NT								NT					
4646	Ratufa indica								NT		LC						LC					
4647	Ratufa macroura								NT											NT		
4648	Redunca arundinum								LC								LC					
4649	Redunca fulvorufula			LC					LC									EN				
4650	Redunca redunca								LC								LC					
4651	Reithrodon auritus								LC								LC					
4652	Reithrodon typicus								LC								LC					
4653	Reithrodontomys bakeri								EN										EN			
4654	Reithrodontomys brevirostris								LC								LC					
4655	Reithrodontomys burti								DD											DD		
4656	Reithrodontomys chrysopsis								LC								LC					
4657	Reithrodontomys creper								LC								LC					
4658	Reithrodontomys darienensis								LC								LC					
4659	Reithrodontomys fulvescens								LC								LC					
4660	Reithrodontomys gracilis								LC								LC					
4661	Reithrodontomys hirsutus								VU										VU			
4662	Reithrodontomys humulis								LC								LC					
4663	Reithrodontomys megalotis								LC								LC					
4664	Reithrodontomys mexicanus								LC								LC					
4665	Reithrodontomys microdon								VU		LC						LC					
4666	Reithrodontomys montanus								LC								LC					
4667	Reithrodontomys musseri																			DD		
4668	Reithrodontomys paradoxus								DD											DD		
4669	Reithrodontomys raviventris								EN										EN			
4670	Reithrodontomys rodriguezi								LC								LC					
4671	Reithrodontomys spectabilis								CR										CR			
4672	Reithrodontomys sumichrasti								LC								LC					
4673	Reithrodontomys tenuirostris								VU											EN		
4674	Reithrodontomys zacatecae								LC								LC					
4675	Rhabdomys bechuanae																			LC		
4676	Rhabdomys dilectus																			LC		
4677	Rhabdomys intermedius																			LC		
4678	Rhabdomys pumilio																			LC		
4679	Rhagomys longilingua								LC									LC				
4680	Rhagomys rufescens								NT											VU		
4681	Rheithrosciurus macrotis								VU								VU					
4682	Rheomys mexicanus								EN										EN			
4683	Rheomys raptor								LC								LC					
4684	Rheomys thomasi								NT											NT		
4685	Rheomys underwoodi								LC								LC					
4686	Rhinoceros sondaicus								CR													
4687	Rhinoceros unicornis								VU											VU		
4688	Rhinolophus acuminatus								LC											LC		
4689	Rhinolophus adami				DD				DD											DD		
4690	Rhinolophus affinis								LC													
4691	Rhinolophus alcyone				LC				LC									LC				
4692	Rhinolophus arcuatus								LC													
4693	Rhinolophus beddomei				NT				LC											LC		
4694	Rhinolophus belligerator																	EN				
4695	Rhinolophus blasii				NT				LC								LC					
4696	Rhinolophus bocharicus								LC											LC		
4697	Rhinolophus borneensis								LC													
4698	Rhinolophus canuti								VU													
4699	Rhinolophus capensis				NT				LC									LC				
4700	Rhinolophus celebensis								LC													
4701	Rhinolophus clivosus				LC				LC									LC				
4702	Rhinolophus coelophyllus								LC													
4703	Rhinolophus cognatus				VU				EN								EN					
4704	Rhinolophus cohenae																	VU				
4705	Rhinolophus convexus								DD								DD					
4706	Rhinolophus creaghi								LC													
4707	Rhinolophus damarensis																	LC				
4708	Rhinolophus darlingi																	LC				
4709	Rhinolophus deckenii				DD				NT													
4710	Rhinolophus denti				DD				LC									LC				
4711	Rhinolophus eloquens				DD				LC									LC				
4712	Rhinolophus euryale								NT								NT					
4713	Rhinolophus euryotis																	LC				
4714	Rhinolophus ferrumequinum								LC								LC					
4715	Rhinolophus formosae								NT											LC		
4716	Rhinolophus fumigatus				LC				LC									LC				
4717	Rhinolophus guineensis				VU				VU													
4718	Rhinolophus hildebrandtii																	LC				
4719	Rhinolophus hilli				CR				CR		CR											
4720	Rhinolophus hillorum				VU				VU		NT											
4721	Rhinolophus hipposideros				LC				LC								LC					
4722	Rhinolophus indorouxii																	DD				
4723	Rhinolophus inops								LC											LC		
4724	Rhinolophus keyensis								DD								DD					
4725	Rhinolophus landeri				LC				LC									LC				
4726	Rhinolophus lepidus								LC											LC		
4727	Rhinolophus luctus								LC											LC		
4728	Rhinolophus mabuensis																			EN		
4729	Rhinolophus maclaudi				EN				EN											EN		
4730	Rhinolophus macrotis								LC											LC		
4731	Rhinolophus madurensis								EN								VU					
4732	Rhinolophus maendeleo				DD				DD													
4733	Rhinolophus malayanus								LC											LC		
4734	Rhinolophus marshalli								LC											LC		
4735	Rhinolophus mcintyrei																	DD				
4736	Rhinolophus megaphyllus								LC									LC				
4737	Rhinolophus mehelyi								VU								VU					
4738	Rhinolophus microglobosus																	LC				
4739	Rhinolophus mitratus				VU				DD								DD					
4740	Rhinolophus montanus								DD								EN					
4741	Rhinolophus mossambicus																	LC				
4742	Rhinolophus nereis								DD								DD					
4743	Rhinolophus osgoodi								DD													
4744	Rhinolophus paradoxolophus								LC													
4745	Rhinolophus pearsonii								LC											LC		
4746	Rhinolophus philippinensis								LC													
4747	Rhinolophus proconsulis																	EN				
4748	Rhinolophus pusillus																			LC		
4749	Rhinolophus rex								LC													
4750	Rhinolophus robinsoni								NT													
4751	Rhinolophus rouxii																			LC		
4752	Rhinolophus rufus								NT											NT		
4753	Rhinolophus ruwenzorii				VU				VU													
4754	Rhinolophus sakejiensis				DD				DD											DD		
4755	Rhinolophus schnitzleri																			DD		
4756	Rhinolophus sedulus								NT													
4757	Rhinolophus shameli								LC													
4758	Rhinolophus shortridgei								LC													
4759	Rhinolophus siamensis								LC											LC		
4760	Rhinolophus silvestris				VU				DD											DD		
4761	Rhinolophus simulator				LC				LC									LC				
4762	Rhinolophus sinicus								LC											LC		
4763	Rhinolophus smithersi																	NT				
4764	Rhinolophus stheno																			LC		
4765	Rhinolophus subbadius								LC											LC		
4766	Rhinolophus subrufus								DD								DD					
4767	Rhinolophus swinnyi				NT				LC									LC				
4768	Rhinolophus tatar																	LC				
4769	Rhinolophus thomasi								LC											LC		
4770	Rhinolophus trifoliatus								LC													
4771	Rhinolophus virgo								LC											LC		
4772	Rhinolophus xinanzhongguoensis																	NT				
4773	Rhinolophus yunanensis								LC											LC		
4774	Rhinolophus ziama				EN				EN													
4775	Rhinonicteris aurantia								LC									LC				
4776	Rhinophylla alethina								NT										NT			
4777	Rhinophylla fischerae								LC								LC					
4778	Rhinophylla pumilio								LC							LC						
4779	Rhinopithecus avunculus			CR					CR													
4780	Rhinopithecus bieti								EN													
4781	Rhinopithecus brelichi								EN													
4782	Rhinopithecus roxellana								EN													
4783	Rhinopithecus strykeri												CR									
4784	Rhinopoma cystops																	LC				
4785	Rhinopoma hadramauticum																	EN				
4786	Rhinopoma hardwickii																	LC				
4787	Rhinopoma macinnesi				VU				DD											DD		
4788	Rhinopoma microphyllum				LC				LC									LC				
4789	Rhinopoma muscatellum								LC											LC		
4790	Rhinosciurus laticaudatus								NT									NT				
4791	Rhipidomys albujai																			DD		
4792	Rhipidomys austrinus								LC								LC					
4793	Rhipidomys cariri								DD											DD		
4794	Rhipidomys caucensis								DD											DD		
4795	Rhipidomys couesi								LC								LC					
4796	Rhipidomys emiliae								LC								LC					
4797	Rhipidomys fulviventer								LC								LC					
4798	Rhipidomys gardneri								LC									LC				
4799	Rhipidomys ipukensis																	DD				
4800	Rhipidomys itoan																	LC				
4801	Rhipidomys latimanus								LC								LC					
4802	Rhipidomys leucodactylus								LC								LC					
4803	Rhipidomys macconnelli								LC								LC					
4804	Rhipidomys macrurus								LC								LC					
4805	Rhipidomys mastacalis								LC								LC					
4806	Rhipidomys modicus								NT		LC						LC					
4807	Rhipidomys nitela																LC					
4808	Rhipidomys ochrogaster								DD											DD		
4809	Rhipidomys tribei																	DD				
4810	Rhipidomys venezuelae								LC								LC					
4811	Rhipidomys venustus								LC								LC					
4812	Rhipidomys wetzeli								LC								LC					
4813	Rhizomys pruinosus								LC								LC					
4814	Rhizomys sinensis								LC								LC					
4815	Rhizomys sumatrensis								LC								LC					
4816	Rhogeessa aeneus								LC											LC		
4817	Rhogeessa bickhami																	LC				
4818	Rhogeessa genowaysi								EN								EN					
4819	Rhogeessa hussoni								DD								DD					
4820	Rhogeessa io																LC					
4821	Rhogeessa menchuae																	DD				
4822	Rhogeessa minutilla								VU								VU					
4823	Rhogeessa mira								VU								VU					
4824	Rhogeessa parvula								LC											LC		
4825	Rhogeessa tumida								LC								LC					
4826	Rhogeessa velilla																	DD				
4827	Rhombomys opimus								LC								LC					
4828	Rhynchocyon chrysopygus						EN		EN							EN						
4829	Rhynchocyon cirnei						NT		NT									LC			LC	
4830	Rhynchocyon petersi						VU		VU								LC					
4831	Rhynchocyon udzungwensis								VU							VU						
4832	Rhynchogale melleri								LC							LC						
4833	Rhyncholestes raphanurus								NT							NT		NT				
4834	Rhynchomeles prattorum								EN								EN					
4835	Rhynchomys banahao								DD								LC					
4836	Rhynchomys isarogensis								VU											VU		
4837	Rhynchomys soricoides								NT									NT				
4838	Rhynchomys tapulao								DD								DD					
4839	Rhynchonycteris naso								LC								LC					
4840	Rhyneptesicus nasutus								LC											LC		
4841	Romerolagus diazi								EN											EN		
4842	Rousettus aegyptiacus				LC				LC								LC					
4843	Rousettus amplexicaudatus								LC											LC		
4844	Rousettus bidens								VU													
4845	Rousettus celebensis								LC													
4846	Rousettus lanosus				LC				LC									LC				
4847	Rousettus leschenaultii								LC													
4848	Rousettus linduensis								DD													
4849	Rousettus madagascariensis								NT											VU		
4850	Rousettus obliviosus				NT				VU								VU					
4851	Rousettus spinalatus								VU													
4852	Rubrisciurus rubriventer								VU													
4853	Rucervus duvaucelii								VU					VU		VU						
4854	Rucervus eldii								EN							EN						
4855	Rungwecebus kipunji								CR											EN		
4856	Rupicapra pyrenaica								LC													
4857	Rupicapra rupicapra								LC													
4858	Rusa alfredi								EN								EN					
4859	Rusa marianna								VU							VU						
4860	Rusa timorensis								VU							VU						
4861	Rusa unicolor								VU							VU						
4862	Ruwenzorisorex suncoides				VU				VU								VU					
4863	Saccolaimus flaviventris								LC									LC				
4864	Saccolaimus mixtus								DD									NT				
4865	Saccolaimus peli				NT				LC									LC				
4866	Saccolaimus saccolaimus								LC									LC				
4867	Saccopteryx antioquensis								DD								EN					
4868	Saccopteryx bilineata								LC							LC						
4869	Saccopteryx canescens								LC							LC						
4870	Saccopteryx gymnura								DD								DD					
4871	Saccopteryx leptura								LC							LC						
4872	Saccostomus campestris				LC				LC								LC					
4873	Saccostomus mearnsi				LC				LC								LC					
4874	Saguinus bicolor			CR					EN											CR		
4875	Saguinus fuscicollis			LC					LC													
4876	Saguinus geoffroyi			LC					LC											NT		
4877	Saguinus imperator			LC					LC										LC			
4878	Saguinus inustus			LC					LC										LC			
4879	Saguinus labiatus			LC					LC										LC			
4880	Saguinus leucopus			VU					EN													
4881	Saguinus martinsi			LC					LC						LC					NT		
4882	Saguinus melanoleucus								LC													
4883	Saguinus midas			LC					LC										LC			
4884	Saguinus mystax			LC					LC										LC			
4885	Saguinus niger			LC					VU													
4886	Saguinus oedipus								CR						CR							
4887	Saiga tatarica		CR	CR					CR										CR			
4888	Saimiri boliviensis			LC					LC										LC			
4889	Saimiri oerstedii			EN					VU													
4890	Saimiri sciureus			LC					LC													
4891	Saimiri ustus			LC					NT											NT		
4892	Saimiri vanzolinii			VU					VU													
4893	Salanoia concolor								VU								VU					
4894	Salinomys delicatus								DD											DD		
4895	Salpingotulus michaelis								DD									DD				
4896	Salpingotus crassicauda								DD								LC					
4897	Salpingotus heptneri								DD								DD					
4898	Salpingotus kozlovi								LC								LC					
4899	Salpingotus pallidus								DD								DD					
4900	Santamartamys rufodorsalis								DD			CR						CR				
4901	Sapajus apella			LC					LC							LC			LC			
4902	Sapajus cay								LC							LC			LC			
4903	Sapajus flavius								CR							CR						
4904	Sapajus libidinosus								LC							LC				NT		
4905	Sapajus macrocephalus			LC					LC							LC			LC			
4906	Sapajus nigritus								NT							NT				NT		
4907	Sapajus robustus			VU					EN							EN				EN		
4908	Sapajus xanthosternos			CR					CR							CR						
4909	Sarcophilus harrisii								EN													
4910	Sauromys petrophilus				LC				LC									LC				
4911	Saxatilomys paulinae								DD								DD					
4912	Scalopus aquaticus								LC								LC					
4913	Scapanulus oweni								LC								LC					
4914	Scapanus latimanus								LC								LC					
4915	Scapanus orarius								LC								LC					
4916	Scapanus townsendii								LC								LC					
4917	Scapteromys aquaticus								LC								LC					
4918	Scapteromys tumidus								LC								LC					
4919	Scaptochirus moschatus								LC								LC					
4920	Scaptonyx fusicaudus								LC								LC					
4921	Sciurillus pusillus								DD											LC		
4922	Sciurocheirus alleni								LC													
4923	Sciurocheirus gabonensis								LC											LC		
4924	Sciurotamias davidianus								LC								LC					
4925	Sciurotamias forresti								LC								LC					
4926	Sciurus aberti								LC									LC				
4927	Sciurus aestuans								LC								LC					
4928	Sciurus alleni								LC								LC					
4929	Sciurus anomalus								LC								LC					
4930	Sciurus arizonensis								DD											DD		
4931	Sciurus aureogaster								LC									LC				
4932	Sciurus carolinensis								LC								LC		LC			
4933	Sciurus colliaei								LC								LC					
4934	Sciurus deppei								LC								LC					
4935	Sciurus flammifer								DD											DD		
4936	Sciurus gilvigularis								DD											DD		
4937	Sciurus granatensis								LC								LC					
4938	Sciurus griseus								LC								LC					
4939	Sciurus ignitus								DD											LC		
4940	Sciurus igniventris								LC								LC					
4941	Sciurus lis								LC								LC					
4942	Sciurus nayaritensis								LC								LC					
4943	Sciurus niger								LC								LC					
4944	Sciurus oculatus								LC								LC					
4945	Sciurus pucheranii								DD											DD		
4946	Sciurus pyrrhinus								DD											DD		
4947	Sciurus richmondi								NT										NT			
4948	Sciurus sanborni								DD											DD		
4949	Sciurus spadiceus								LC								LC					
4950	Sciurus stramineus								LC								LC					
4951	Sciurus variegatoides								LC								LC					
4952	Sciurus vulgaris		NT						LC								LC					
4953	Sciurus yucatanensis								LC								LC					
4954	Scleronycteris ega								LC								DD					
4955	Scolomys melanops								LC								LC					
4956	Scolomys ucayalensis								LC								LC					
4957	Scoteanax rueppellii								LC													
4958	Scotinomys teguina								LC								LC					
4959	Scotinomys xerampelinus								LC								LC					
4960	Scotoecus albofuscus				DD				DD											DD		
4961	Scotoecus hirundo				DD				LC									LC				
4962	Scotoecus pallidus				NT				LC											LC		
4963	Scotomanes ornatus								LC													
4964	Scotonycteris ophiodon				EN				VU		NT											
4965	Scotonycteris zenkeri																	LC				
4966	Scotophilus andrewreborii																	LC				
4967	Scotophilus borbonicus								DD											DD		
4968	Scotophilus celebensis								DD													
4969	Scotophilus collinus								LC													
4970	Scotophilus dinganii				LC				LC									LC				
4971	Scotophilus ejetai																	LC				
4972	Scotophilus heathii								LC											LC		
4973	Scotophilus kuhlii								LC											LC		
4974	Scotophilus leucogaster				LC				LC									LC				
4975	Scotophilus livingstonii																	LC				
4976	Scotophilus marovaza								LC									LC				
4977	Scotophilus nigrita				NT				LC									LC				
4978	Scotophilus nucella				VU				DD											DD		
4979	Scotophilus nux				LC				LC									LC				
4980	Scotophilus robustus								LC									LC				
4981	Scotophilus tandrefana								DD											DD		
4982	Scotophilus trujilloi																	LC				
4983	Scotophilus viridis				LC				LC									LC				
4984	Scotorepens balstoni								LC													
4985	Scotorepens greyii								LC													
4986	Scotorepens orion								LC													
4987	Scotorepens sanborni								LC													
4988	Scotozous dormeri				LC				LC											LC		
4989	Scutisorex somereni				LC				LC								LC				LC	
4990	Scutisorex thori																			DD		
4991	Sekeetamys calurus				LC				LC								LC					
4992	Selevinia betpakdalaensis								DD								DD					
4993	Semnopithecus ajax				CR				EN													
4994	Semnopithecus dussumieri								LC													
4995	Semnopithecus entellus				NT				LC													
4996	Semnopithecus hector				EN				NT													
4997	Semnopithecus hypoleucos								VU													
4998	Semnopithecus priam								NT													
4999	Semnopithecus schistaceus								LC													
5000	Setifer setosus						LC		LC							LC	LC					
5001	Setonix brachyurus								VU											VU	VU	
5002	Sicista armenica								EN							EN						
5003	Sicista betulina								LC								LC					
5004	Sicista caucasica								VU													
5005	Sicista caudata								DD								DD					
5006	Sicista concolor								LC								LC					
5007	Sicista kazbegica								EN								EN					
5008	Sicista kluchorica								NT									LC				
5009	Sicista loriger																	VU				
5010	Sicista napaea								LC								LC					
5011	Sicista pseudonapaea								DD								DD					
5012	Sicista severtzovi								LC								LC					
5013	Sicista strandi								LC								LC					
5014	Sicista subtilis																	LC				
5015	Sicista tianshanica								LC								LC					
5016	Sicista trizona																			EN		
5017	Sigmodon alleni																		VU			
5018	Sigmodon alstoni								LC								LC					
5019	Sigmodon arizonae								LC								LC					
5020	Sigmodon fulviventer								LC								LC					
5021	Sigmodon hirsutus								LC								LC					
5022	Sigmodon hispidus								LC								LC					
5023	Sigmodon inopinatus								VU										VU			
5024	Sigmodon leucotis								LC								LC					
5025	Sigmodon mascotensis								LC								LC					
5026	Sigmodon ochrognathus								LC								LC					
5027	Sigmodon peruanus								LC								LC					
5028	Sigmodon toltecus								LC								LC					
5029	Sigmodontomys alfari								LC								LC					
5030	Simias concolor								CR													
5031	Sminthopsis archeri								DD								DD					
5032	Sminthopsis bindi								LC								NT					
5033	Sminthopsis butleri								VU											VU		
5034	Sminthopsis crassicaudata								LC								LC					
5035	Sminthopsis dolichura								LC								LC					
5036	Sminthopsis douglasi								NT											NT		
5037	Sminthopsis fuliginosus								DD								DD					
5038	Sminthopsis gilberti								LC								LC					
5039	Sminthopsis granulipes								LC								LC					
5040	Sminthopsis griseoventer								LC								LC					
5041	Sminthopsis hirtipes								LC								LC					
5042	Sminthopsis leucopus								VU								LC				LC	
5043	Sminthopsis longicaudata								LC								LC					
5044	Sminthopsis macroura								LC								LC					
5045	Sminthopsis murina								LC								LC					
5046	Sminthopsis ooldea								LC								LC					
5047	Sminthopsis psammophila								EN								VU					
5048	Sminthopsis virginiae								LC								LC					
5049	Sminthopsis youngsoni								LC								LC					
5050	Smutsia gigantea								NT						VU					EN		
5051	Smutsia temminckii								LC						VU					VU		
5052	Solenodon paradoxus								EN													
5053	Solisorex pearsoni								EN													
5054	Solomys ponceleti								CR													
5055	Solomys salamonis								DD								DD					
5056	Solomys salebrosus								EN													
5057	Solomys sapientis								EN								EN					
5058	Sommeromys macrorhinos								DD									DD				
5059	Sooretamys angouya								LC								LC					
5060	Sorex alaskanus								DD											DD		
5061	Sorex alpinus								NT													
5062	Sorex antinorii								DD											LC		
5063	Sorex araneus								LC								LC					
5064	Sorex arcticus								LC								LC					
5065	Sorex arizonae								LC								LC					
5066	Sorex asper								LC								LC					
5067	Sorex bairdi								LC								LC					
5068	Sorex bedfordiae								LC									LC				
5069	Sorex bendirii								LC								LC					
5070	Sorex buchariensis								LC											DD		
5071	Sorex caecutiens								LC								LC					
5072	Sorex camtschatica								LC									LC				
5073	Sorex cansulus								DD								DD					
5074	Sorex cinereus								LC								LC					
5075	Sorex coronatus								LC								LC					
5076	Sorex cylindricauda								LC									LC				
5077	Sorex daphaenodon								LC								LC					
5078	Sorex dispar								LC								LC					
5079	Sorex emarginatus								LC									LC				
5080	Sorex excelsus								LC								LC					
5081	Sorex fumeus								LC								LC					
5082	Sorex gracillimus								LC								LC					
5083	Sorex granarius								LC											LC		
5084	Sorex haydeni								LC								LC					
5085	Sorex hosonoi								LC								LC					
5086	Sorex hoyi								LC								LC					
5087	Sorex isodon								LC								LC					
5088	Sorex ixtlanensis								DD											DD		
5089	Sorex jacksoni								LC								LC					
5090	Sorex kozlovi								DD								DD					
5091	Sorex leucogaster								DD								DD					
5092	Sorex longirostris								LC								LC					
5093	Sorex lyelli								LC									LC				
5094	Sorex macrodon								VU										VU			
5095	Sorex maritimensis								LC								LC					
5096	Sorex mediopua								LC									LC				
5097	Sorex merriami								LC								LC					
5098	Sorex milleri								VU										VU			
5099	Sorex minutissimus								LC								LC					
5100	Sorex minutus								LC								LC					
5101	Sorex mirabilis								DD								DD					
5102	Sorex monticolus								LC								LC					
5103	Sorex nanus								LC								LC					
5104	Sorex neomexicanus								DD											DD		
5105	Sorex oreopolus								LC									LC				
5106	Sorex orizabae								LC									LC				
5107	Sorex ornatus								LC								LC					
5108	Sorex pacificus								LC								LC					
5109	Sorex palustris								LC								LC					
5110	Sorex planiceps								LC									LC				
5111	Sorex portenkoi								DD								DD					
5112	Sorex preblei								LC								LC			LC		
5113	Sorex pribilofensis								EN										EN			
5114	Sorex raddei								LC								LC					
5115	Sorex roboratus								LC								LC					
5116	Sorex rohweri								LC									LC				
5117	Sorex samniticus								LC								LC					
5118	Sorex satunini								LC								LC					
5119	Sorex saussurei								LC									LC				
5120	Sorex sclateri								CR										CR			
5121	Sorex shinto								LC								LC					
5122	Sorex sinalis								DD								DD					
5123	Sorex sonomae								LC									LC				
5124	Sorex stizodon								CR										CR			
5125	Sorex tenellus								LC								LC					
5126	Sorex thibetanus								DD								DD					
5127	Sorex trowbridgii								LC								LC					
5128	Sorex tundrensis								LC								LC					
5129	Sorex ugyunak								LC								LC					
5130	Sorex unguiculatus								LC								LC					
5131	Sorex vagrans								LC								LC					
5132	Sorex ventralis								LC									LC				
5133	Sorex veraecrucis								LC									LC				
5134	Sorex veraepacis								LC									LC				
5135	Sorex volnuchini								LC							LC	LC					
5136	Sorex yukonicus								LC									LC				
5137	Soricomys kalinga								LC									LC				
5138	Soricomys leonardocoi																	DD				
5139	Soricomys montanus																			LC		
5140	Soricomys musseri								LC									LC				
5141	Soriculus nigrescens								LC								LC					
5142	Sotalia fluviatilis										DD		DD									
5143	Sotalia guianensis										DD		DD						NT			
5144	Sousa chinensis																	VU				
5145	Sousa plumbea																	EN				
